Almac�n;CODIGO;Desc. c�digo;Stock;Caducidad;Ubicaci�n;Precio;Importe;P.de Venta;Importe Venta;Dif. Precio;Dif. Importe;ABC;Familia;Descripci�n;Desc. c�digo;VA_COLOR;VA_COLOR2;VA_TOOLTIP
1;158738;PAROGENCYL CONTR COLUT 2X500ML;0;;;;;0;;;;;102;Dermofarmacia;PAROGENCYL CONTR COLUT 2X500ML;;;
1;393090;PAROGENCYL CONTROL PASTA 125ML;0;;;;;0;;;;;102;Dermofarmacia;PAROGENCYL CONTROL PASTA 125ML;;;
1;158598;PAROGENCYL CONTROL 2X125 ML;0;may-27;;;;0;;;;;102;Dermofarmacia;PAROGENCYL CONTROL 2X125 ML;;;
1;659670;PAROXETINA ALTER EFG 20 MG 28 COMPRIMIDOS RECUBIERTOS;0;;;4,39;0;6,09;0;1,7;0;;01;Especialidad;PAROXETINA ALTER EFG 20 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;651603;PAROXETINA CINFA EFG 20 MG 28 COMPRIMIDOS RECUBIERTOS;0;jul-27;;4,39;0;6,09;0;1,7;0;;01;Especialidad;PAROXETINA CINFA EFG 20 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;651605;PAROXETINA CINFA EFG 20 MG 56 COMPRIMIDOS RECUBIERTOS;0;jul-27;;;;0;;;;;01;Especialidad;PAROXETINA CINFA EFG 20 MG 56 COMPRIMIDOS RECUBIERTOS;;;
1;658549;PAROXETINA MABO 30 MG 28 COMPRIMIDOS;0;abr-28;;6,58;0;9,13;0;2,55;0;;01;Especialidad;PAROXETINA MABO 30 MG 28 COMPRIMIDOS;;;
1;658550;PAROXETINA MABO 40 MG 28 COMPRIMIDOS;0;mar-27;;8,78;0;12,18;0;3,4;0;;01;Especialidad;PAROXETINA MABO 40 MG 28 COMPRIMIDOS;;;
1;763291;PAROXETINA NORMON EFG 10 MG 30 COMPRIMIDOS RECUBIERTOS;0;jul-27;;;;0;;;;;01;Especialidad;PAROXETINA NORMON EFG 10 MG 30 COMPRIMIDOS RECUBIERTOS;;;
1;651651;PAROXETINA NORMON EFG 20 MG 14 COMPRIMIDOS RECUBIERTOS;0;abr-28;;;;0;;;;;01;Especialidad;PAROXETINA NORMON EFG 20 MG 14 COMPRIMIDOS RECUBIERTOS;;;
1;656860;PAROXETINA NORMON EFG 20 MG 28 COMPRIMIDOS RECUBIERTOS;0;jul-28;;;;0;;;;;01;Especialidad;PAROXETINA NORMON EFG 20 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;652266;PAROXETINA NORMON EFG 20 MG 56 COMPRIMIDOS RECUBIERTOS;0;nov-28;;8,78;0;12,18;0;3,4;0;;01;Especialidad;PAROXETINA NORMON EFG 20 MG 56 COMPRIMIDOS RECUBIERTOS;;;
1;763293;PAROXETINA NORMON EFG 30 MG 28 COMPRIMIDOS RECUBIERTOS;0;;;;;0;;;;;01;Especialidad;PAROXETINA NORMON EFG 30 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;763294;PAROXETINA NORMON 40 MG 28 COMPRIMIDOS RECUBIERTOS;0;jul-27;;;;0;;;;;01;Especialidad;PAROXETINA NORMON 40 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;726246;PAROXETINA RATIO 20 MG 56 COMPRIMIDOS RECUBIERTOS (FRASCO);0;mar-28;;;;0;;;;;01;Especialidad;PAROXETINA RATIO 20 MG 56 COMPRIMIDOS RECUBIERTOS (FRASCO);;;
1;704287;PAROXETINA STADA EFG 10 MG 30 COMPRIMIDOS;0;mar-28;;;;0;;;;;01;Especialidad;PAROXETINA STADA EFG 10 MG 30 COMPRIMIDOS;;;
1;691268;PAROXETINA STADA EFG 20 MG 56 COMPRIMIDOS;0;ago-27;;8,78;0;12,18;0;3,4;0;;01;Especialidad;PAROXETINA STADA EFG 20 MG 56 COMPRIMIDOS;;;
1;691270;PAROXETINA STADA 30 MG 28 COMPRIMIDOS;0;;;;;0;;;;;01;Especialidad;PAROXETINA STADA 30 MG 28 COMPRIMIDOS;;;
1;691272;PAROXETINA STADA 40 MG 28 COMPRIMIDOS;0;;;;;0;;;;;01;Especialidad;PAROXETINA STADA 40 MG 28 COMPRIMIDOS;;;
1;179513;PARPADUAL 15 ML;0;;;;;0;;;;;102;Dermofarmacia;PARPADUAL 15 ML;;;
1;178078;PARPAFRESH 30 TOALLITAS;0;;;;;0;;;;;106;Efectos y accesorios;PARPAFRESH 30 TOALLITAS;;;
1;664443;PASIFLORA ARKOPHARMA 300 MG 45 CAPSULAS;0;abr-30;;;;0;;;;;01;Especialidad;PASIFLORA ARKOPHARMA 300 MG 45 CAPSULAS;;;
1;177155;PASTA BLANQUEADORA FARLINE 125;0;;;;;0;;;;;102;Dermofarmacia;PASTA BLANQUEADORA FARLINE 125;;;
1;163647;PASTA DENTAL LACER 200 ML;0;may-28;;;;0;;;;;102;Dermofarmacia;PASTA DENTAL LACER 200 ML;;;
1;216699;PASTILLAS GARGANTA MIEL 24 PAS;0;;;;;0;;;;;101;Parafarmacia;PASTILLAS GARGANTA MIEL 24 PAS;;;
1;169332;PASTILLAS GARGANTA 21 PAST;0;;;;;0;;;;;101;Parafarmacia;PASTILLAS GARGANTA 21 PAST;;;
1;160187;PASTILLAS LIMPIAD FARLINE 32U;0;jun-27;;;;0;;;;;106;Efectos y accesorios;PASTILLAS LIMPIAD FARLINE 32U;;;
1;009854;PASTILLERO ANOTA BOLSILLO 3T;0;nov-27;;;;0;;;;;101;Parafarmacia;PASTILLERO ANOTA BOLSILLO 3T;;;
1;209648;PASTILLERO ANOTA SEMANAL 1T M;0;nov-26;;;;0;;;;;106;Efectos y accesorios;PASTILLERO ANOTA SEMANAL 1T M;;;
1;209646;PASTILLERO ANOTA 4T EST SEM P;0;dic-26;;;;0;;;;;106;Efectos y accesorios;PASTILLERO ANOTA 4T EST SEM P;;;
1;085951;PASTILLERO CORTADOR PASTILLAS;0;;;;;0;;;;;101;Parafarmacia;PASTILLERO CORTADOR PASTILLAS;;;
1;110788;PASTILLERO DIARIO 4TOMAS PQ BL;0;ene-30;;;;0;;;;;101;Parafarmacia;PASTILLERO DIARIO 4TOMAS PQ BL;;;
1;375659;PASTILLERO PILBOX 7 DIA CLASIC;0;;;;;0;;;;;106;Efectos y accesorios;PASTILLERO PILBOX 7 DIA CLASIC;;;
1;037945;PASTILLERO SEMANAL SPD;0;;;0;0;3,75;0;3,75;0;;101;Parafarmacia;PASTILLERO SEMANAL SPD;;;
1;841015;PAUSEDAL 25 MG 30 COMPRIMIDOS;0;;;;;0;;;;;01;Especialidad;PAUSEDAL 25 MG 30 COMPRIMIDOS;;;
1;845800;PAUSEDAL 25 MG 60 COMPRIMIDOS;0;dic-29;;;;0;;;;;01;Especialidad;PAUSEDAL 25 MG 60 COMPRIMIDOS;;;
1;710691;PAXIFLAS EFG 37,5 MG/325 MG 60 COMPRIMIDOS BUCODISPERSABLES;0;;;;;0;;;;;01;Especialidad;PAXIFLAS EFG 37,5 MG/325 MG 60 COMPRIMIDOS BUCODISPERSABLES;;;
1;651443;PAZITAL 37,5 MG/325 MG 20 COMPRIMIDOS RECUBIERTOS;0;;;2,14;0;2,97;0;0,83;0;;01;Especialidad;PAZITAL 37,5 MG/325 MG 20 COMPRIMIDOS RECUBIERTOS;;;
1;651444;PAZITAL 37,5 MG/325 MG 60 COMPRIMIDOS RECUBIERTOS;0;;;;;0;;;;;01;Especialidad;PAZITAL 37,5 MG/325 MG 60 COMPRIMIDOS RECUBIERTOS;;;
1;177898;PCOS 30CAP;0;mar-27;;;;0;;;;;103;Diet�tica;PCOS 30CAP;;;
1;716279;PECTOX FORTE 100 MG/ML SOLUCION ORAL 1 FRASCO 120 ML;0;;;5,84;0;8,1;0;2,26;0;;01;Especialidad;PECTOX FORTE 100 MG/ML SOLUCION ORAL 1 FRASCO 120 ML;;;
1;687517;PECTOX LISINA 2,7 G 20 SOBRES GRANULADO PARA SOLUCION ORAL;0;abr-28;;6,98;0;9,68;0;2,7;0;;01;Especialidad;PECTOX LISINA 2,7 G 20 SOBRES GRANULADO PARA SOLUCION ORAL;;;
1;698435;PECTOX LISINA 2,7 G 8 SOBRES GRANULADO PARA SOLUCION ORAL;0;oct-27;;5,23;0;7,26;0;2,03;0;;01;Especialidad;PECTOX LISINA 2,7 G 8 SOBRES GRANULADO PARA SOLUCION ORAL;;;
1;583361;PEDEROL AEROSOL 20 MG/G SUSPENSION PARA PULVERIZACI�N CUT�NEA 1 ENVASE 335 ML;0;;;;;0;;;;;205;Veterinaria;PEDEROL AEROSOL 20 MG/G SUSPENSION PARA PULVERIZACI�N CUT�NEA 1 ENVASE 335 ML;;;
1;193720;PEDIASURE FRESA 850G;0;;;;;0;;;;;103;Diet�tica;PEDIASURE FRESA 850G;;;
1;193186;PEDIASURE VAINILLA 400G;0;;;0;0;18,95;0;18,95;0;;103;Diet�tica;PEDIASURE VAINILLA 400G;;;
1;193187;PEDIASURE VAINILLA 850G;0;;;;;0;;;;;103;Diet�tica;PEDIASURE VAINILLA 850G;;;
1;656642;PEITEL 2,5 MG/G CREMA 1 TUBO 30 G;0;may-28;;3,65;0;5,06;0;1,41;0;;01;Especialidad;PEITEL 2,5 MG/G CREMA 1 TUBO 30 G;;;
1;656636;PEITEL 2,5 MG/G POMADA 1 TUBO 30 G;0;;;;;0;;;;;01;Especialidad;PEITEL 2,5 MG/G POMADA 1 TUBO 30 G;;;
1;656644;PEITEL 2,5 MG/G SOLUCION CUTANEA 1 FRASCO 60 ML;0;;;;;0;;;;;01;Especialidad;PEITEL 2,5 MG/G SOLUCION CUTANEA 1 FRASCO 60 ML;;;
1;037813;PELOTA RELAX;0;dic-30;;;;0;;;;;101;Parafarmacia;PELOTA RELAX;;;
1;037049;PENDIENTES DUA BELA TIPO C MODELO 5 ARO MARIA PLATA 1 PAR;0;;;;;0;;;;;101;Parafarmacia;PENDIENTES DUA BELA TIPO C MODELO 5 ARO MARIA PLATA 1 PAR;;;
1;037054;PENDIENTES DUA BELA TIPO PHARMA MODELO 5 CIRCLE 1 PAR;0;;;;;0;;;;;101;Parafarmacia;PENDIENTES DUA BELA TIPO PHARMA MODELO 5 CIRCLE 1 PAR;;;
1;037815;PENDIENTES VARIADOS ADULTOS;0;;;;;0;;;;;101;Parafarmacia;PENDIENTES VARIADOS ADULTOS;;;
1;037816;PENDIENTES VARIADOS BEBES;0;dic-26;;;;0;;;;;101;Parafarmacia;PENDIENTES VARIADOS BEBES;;;
1;695753;PENILEVEL 250 MG 20 SOBRES POLVO PARA SOLUCION ORAL;0;may-27;;;;0;;;;;01;Especialidad;PENILEVEL 250 MG 20 SOBRES POLVO PARA SOLUCION ORAL;;;
1;695754;PENILEVEL 250 MG 40 SOBRES POLVO PARA SOLUCION ORAL;0;may-27;;;;0;;;;;01;Especialidad;PENILEVEL 250 MG 40 SOBRES POLVO PARA SOLUCION ORAL;;;
1;723826;PENILEVEL 500 MG 20 CAPSULAS;0;may-27;;6,96;0;9,65;0;2,69;0;;01;Especialidad;PENILEVEL 500 MG 20 CAPSULAS;;;
1;695395;PENTASA 1 G 28 SUPOSITORIOS;0;abr-27;;;;0;;;;;01;Especialidad;PENTASA 1 G 28 SUPOSITORIOS;;;
1;696127;PENTASA 1 G 60 COMPRIMIDOS LIBERACION PROLONGADA;0;;;;;0;;;;;01;Especialidad;PENTASA 1 G 60 COMPRIMIDOS LIBERACION PROLONGADA;;;
1;698431;PENTASA 2 G 60 SOBRES GRANULADO LIBERACION PROLONGADA;0;;;69,09;0;95,82;0;26,73;0;;01;Especialidad;PENTASA 2 G 60 SOBRES GRANULADO LIBERACION PROLONGADA;;;
1;705473;PENTASA 4 G 30 SOBRES GRANULADO LIBERACION PROLONGADA;0;sep-27;;69,09;0;95,82;0;26,73;0;;01;Especialidad;PENTASA 4 G 30 SOBRES GRANULADO LIBERACION PROLONGADA;;;
1;660142;PEPCID 10 MG 12 COMPRIMIDOS RECUBIERTOS;0;ago-27;;;;0;;;;;01;Especialidad;PEPCID 10 MG 12 COMPRIMIDOS RECUBIERTOS;;;
1;694127;PEPTICUM EFG 20 MG 56 CAPSULAS GASTRORRESISTENTES;0;;;;;0;;;;;01;Especialidad;PEPTICUM EFG 20 MG 56 CAPSULAS GASTRORRESISTENTES;;;
1;505292;PEPTISENS MULTISABOR 32X200ML;0;;;;;0;;;;;103;Diet�tica;PEPTISENS MULTISABOR 32X200ML;;;
1;317628;PERA CORYSAN TODO GOMA 12;0;mar-29;;;;0;;;;;106;Efectos y accesorios;PERA CORYSAN TODO GOMA 12;;;
1;317677;PERA CORYSAN TODO GOMA 2;0;;;;;0;;;;;106;Efectos y accesorios;PERA CORYSAN TODO GOMA 2;;;
1;317669;PERA CORYSAN TODO GOMA 4;0;;;;;0;;;;;106;Efectos y accesorios;PERA CORYSAN TODO GOMA 4;;;
1;659373;PERGOVERIS 150 UI/75 UI 1 VIAL POLVO PARA SOLUCION INYECTABLE + 1 VIAL DISOLVENTE;0;;;;;0;;;;;01;Especialidad;PERGOVERIS 150 UI/75 UI 1 VIAL POLVO PARA SOLUCION INYECTABLE + 1 VIAL DISOLVENTE;;;
1;719164;PERGOVERIS 300 UI/150 UI 1 PLUMA PRECARGADA SOLUCION INYECTABLE 0,48 ML + 5 AGUJAS;0;sep-26;;;;0;;;;;01;Especialidad;PERGOVERIS 300 UI/150 UI 1 PLUMA PRECARGADA SOLUCION INYECTABLE 0,48 ML + 5 AGUJAS;;;
1;719165;PERGOVERIS 450 UI/225 UI 1 PLUMA PRECARGADA SOLUCION INYECTABLE 0,72 ML + 7 AGUJAS;0;feb-27;;;;0;;;;;01;Especialidad;PERGOVERIS 450 UI/225 UI 1 PLUMA PRECARGADA SOLUCION INYECTABLE 0,72 ML + 7 AGUJAS;;;
1;719166;PERGOVERIS 900 UI/450 UI 1 PLUMA PRECARGADA SOLUCION INYECTABLE 1,44 ML + 14 AGUJAS;0;jun-28;;441,09;0;486,19;0;45,1;0;;01;Especialidad;PERGOVERIS 900 UI/450 UI 1 PLUMA PRECARGADA SOLUCION INYECTABLE 1,44 ML + 14 AGUJAS;;;
1;156120;PERIO AID COLUT MANTENIM 1000;0;mar-28;;;;0;;;;;101;Parafarmacia;PERIO AID COLUT MANTENIM 1000;;;
1;268409;PERIO AID COLUT MANTENIM 150ML;0;ene-28;;;;0;;;;;101;Parafarmacia;PERIO AID COLUT MANTENIM 150ML;;;
1;342261;PERIO AID COLUT MANTENIM 500;0;jul-28;;;;0;;;;;101;Parafarmacia;PERIO AID COLUT MANTENIM 500;;;
1;166538;PERIO AID COLUT SIN ALCOH500ML;0;jul-28;;0;0;12,95;0;12,95;0;;101;Parafarmacia;PERIO AID COLUT SIN ALCOH500ML;;;
1;184718;PERIO AID GEL BIO-ADHESIV 30ML;0;sep-28;;;;0;;;;;101;Parafarmacia;PERIO AID GEL BIO-ADHESIV 30ML;;;
1;163493;PERIO AID GEL DENTAL 75 ML;0;dic-27;;0;0;11,95;0;11,95;0;;101;Parafarmacia;PERIO AID GEL DENTAL 75 ML;;;
1;262857;PERIO AID SPRAY 50 ML;0;nov-27;;;;0;;;;;101;Parafarmacia;PERIO AID SPRAY 50 ML;;;
1;177311;PERIO AID TRATAMIENTO COLUT150;0;may-28;;0;0;6,95;0;6,95;0;;101;Parafarmacia;PERIO AID TRATAMIENTO COLUT150;;;
1;375097;PERIO KIN ENJUAGUE 250 ML;0;;;;;0;;;;;102;Dermofarmacia;PERIO KIN ENJUAGUE 250 ML;;;
1;159087;PERIO KIN GEL CLORHEXID 0.20%;0;ene-28;;;;0;;;;;102;Dermofarmacia;PERIO KIN GEL CLORHEXID 0.20%;;;
1;193495;PERIO KIN HYALURONIC 1% GEL;0;;;;;0;;;;;102;Dermofarmacia;PERIO KIN HYALURONIC 1% GEL;;;
1;189621;PERIO KIN SPRAY CLORHEX 40 ML;0;ago-28;;;;0;;;;;102;Dermofarmacia;PERIO KIN SPRAY CLORHEX 40 ML;;;
1;667683;PERMIXON 160 MG 60 CAPSULAS;0;sep-28;;11,92;0;16,53;0;4,61;0;;01;Especialidad;PERMIXON 160 MG 60 CAPSULAS;;;
1;974436;PEROXIBEN 25 MG/G GEL CUTANEO 1 TUBO 30 G;0;jul-28;;;;0;;;;;01;Especialidad;PEROXIBEN 25 MG/G GEL CUTANEO 1 TUBO 30 G;;;
1;974451;PEROXIBEN 50 MG/G GEL CUTANEO 1 TUBO 30 G;0;jul-28;;11,02;0;15,29;0;4,27;0;;01;Especialidad;PEROXIBEN 50 MG/G GEL CUTANEO 1 TUBO 30 G;;;
1;994285;PEROXIBEN 50 MG/G GEL CUTANEO 1 TUBO 60 G;0;mar-28;;;;0;;;;;01;Especialidad;PEROXIBEN 50 MG/G GEL CUTANEO 1 TUBO 60 G;;;
1;244046;PERSPIREX DES AXIL ROLLON 20ML;0;ago-28;;0;0;16,95;0;16,95;0;;102;Dermofarmacia;PERSPIREX DES AXIL ROLLON 20ML;;;
1;179092;PERSPIREX DESOD COMFORT 20 ML;0;ene-28;;;;0;;;;;102;Dermofarmacia;PERSPIREX DESOD COMFORT 20 ML;;;
1;245209;PERSPIREX DESOD LOC 100 ML;0;sep-26;;;;0;;;;;102;Dermofarmacia;PERSPIREX DESOD LOC 100 ML;;;
1;184823;PETIT CLARAC GEL-CHAMPU 1 ENVASE 500 ML;0;ago-26;;;;0;;;;;102;Dermofarmacia;PETIT CLARAC GEL-CHAMPU 1 ENVASE 500 ML;;;
1;150243;PEUSEK BA�O DESOD 2 SOBRES;0;;;;;0;;;;;102;Dermofarmacia;PEUSEK BA�O DESOD 2 SOBRES;;;
1;153821;PEZONERA MEDELA L2U+ESTUCHE;0;nov-26;;;;0;;;;;101;Parafarmacia;PEZONERA MEDELA L2U+ESTUCHE;;;
1;153822;PEZONERA MEDELA M 2 UN+ESTUCHE;0;nov-30;;;;0;;;;;101;Parafarmacia;PEZONERA MEDELA M 2 UN+ESTUCHE;;;
1;304105;PEZONERA SUAVINEX SILICONA 2UN;0;dic-26;;;;0;;;;;101;Parafarmacia;PEZONERA SUAVINEX SILICONA 2UN;;;
1;186508;PH NOR 30 COMP;0;oct-28;;0;0;14,95;0;14,95;0;;103;Diet�tica;PH NOR 30 COMP;;;
1;172554;PHARMA KIDS EAU DE TOILETTE 1 ENVASE 100 ML;0;;;;;0;;;;;102;Dermofarmacia;PHARMA KIDS EAU DE TOILETTE 1 ENVASE 100 ML;;;
1;833343;PHARMAGRIP CONGESTION Y SECRECION NASAL 14 CAPSULAS;0;sep-27;;8,51;0;11,8;0;3,29;0;;01;Especialidad;PHARMAGRIP CONGESTION Y SECRECION NASAL 14 CAPSULAS;;;
1;764866;PHARMAGRIP CONGESTION 600/10 MG 10 SOBRES GRANULADO;0;dic-28;;;;0;;;;;01;Especialidad;PHARMAGRIP CONGESTION 600/10 MG 10 SOBRES GRANULADO;;;
1;888537;PHARMAGRIP FORTE CONGESTION Y SECRECION NASAL 10 SOBRES POLVO PARA SUSPENSION ORAL;0;oct-27;;8,83;0;12,25;0;3,42;0;;01;Especialidad;PHARMAGRIP FORTE CONGESTION Y SECRECION NASAL 10 SOBRES POLVO PARA SUSPENSION ORAL;;;
1;689188;PHARMAGRIP TOS Y CONGESTION 10 SOBRES POLVO PARA SOLUCION ORAL;0;nov-29;;;;0;;;;;01;Especialidad;PHARMAGRIP TOS Y CONGESTION 10 SOBRES POLVO PARA SOLUCION ORAL;;;
1;183153;PHARMASOR HIMELAN 30 CAPS;0;;;;;0;;;;;103;Diet�tica;PHARMASOR HIMELAN 30 CAPS;;;
1;183151;PHARMASOR RUSCIMEL 30 CAPS;0;;;;;0;;;;;103;Diet�tica;PHARMASOR RUSCIMEL 30 CAPS;;;
1;164332;PHARMATON COMPLEX 100COMP;0;;;0;0;30,95;0;30,95;0;;103;Diet�tica;PHARMATON COMPLEX 100COMP;;;
1;154354;PHARMATON COMPLEX 30 COMP;0;ago-27;;;;0;;;;;103;Diet�tica;PHARMATON COMPLEX 30 COMP;;;
1;154355;PHARMATON COMPLEX 60 COMP;0;;;0;0;25,95;0;25,95;0;;103;Diet�tica;PHARMATON COMPLEX 60 COMP;;;
1;154541;PHARMATON 50 PLUS 60 CAPS;0;oct-26;;;;0;;;;;103;Diet�tica;PHARMATON 50 PLUS 60 CAPS;;;
1;215601;PHARYSOL RINOVITEX NASAL 10 GR;0;;;;;0;;;;;101;Parafarmacia;PHARYSOL RINOVITEX NASAL 10 GR;;;
1;188009;PHARYSOL TOS PEDIATRICO 175 ML;0;;;;;0;;;;;106;Efectos y accesorios;PHARYSOL TOS PEDIATRICO 175 ML;;;
1;187182;PHB APLIC HILO FLOSSER INF 16U;0;dic-35;;;;0;;;;;101;Parafarmacia;PHB APLIC HILO FLOSSER INF 16U;;;
1;151982;PHB APLICAD HILO FLOSSER PTFE;0;mar-30;;;;0;;;;;101;Parafarmacia;PHB APLICAD HILO FLOSSER PTFE;;;
1;156574;PHB CEP PLUS JUNIOR+PASTA 15ML;0;;;;;0;;;;;106;Efectos y accesorios;PHB CEP PLUS JUNIOR+PASTA 15ML;;;
1;191449;PHB DUPLO PASTA TOTAL 75+75 ML;0;mar-28;;0;0;8,95;0;8,95;0;;101;Parafarmacia;PHB DUPLO PASTA TOTAL 75+75 ML;;;
1;183470;PHB FLEXI INTERDENTAL FINO 20UNID;0;;;;;0;;;;;101;Parafarmacia;PHB FLEXI INTERDENTAL FINO 20UNID;;;
1;155293;PHB GINGI KIT CEP+P 15 ML;0;ene-28;;;;0;;;;;101;Parafarmacia;PHB GINGI KIT CEP+P 15 ML;;;
1;157352;PHB JUNIOR KIT CEP+PAST 15ML;0;abr-27;;;;0;;;;;102;Dermofarmacia;PHB JUNIOR KIT CEP+PAST 15ML;;;
1;351742;PHB PACK PASTA DENT 1X3 VIAJE;0;abr-28;;0;0;4,95;0;4,95;0;;101;Parafarmacia;PHB PACK PASTA DENT 1X3 VIAJE;;;
1;172693;PHB REC CEP ELEC JUNIOR 2 UN;0;;;;;0;;;;;101;Parafarmacia;PHB REC CEP ELEC JUNIOR 2 UN;;;
1;172799;PHB SPRAY FRESH 15 ML;0;;;;;0;;;;;101;Parafarmacia;PHB SPRAY FRESH 15 ML;;;
1;187554;PHB TOTAL PLUS ENJUAGUE BUCAL 2 ENVASES 500 ML;0;;;0;0;18,79;0;18,79;0;;101;Parafarmacia;PHB TOTAL PLUS ENJUAGUE BUCAL 2 ENVASES 500 ML;;;
1;159044;PHB TOTAL PLUS ENJUAGUE 500 ML;0;sep-27;;0;0;10,95;0;10,95;0;;101;Parafarmacia;PHB TOTAL PLUS ENJUAGUE 500 ML;;;
1;580889;PHENOLEPTIL 25 MG 100 COMPRIMIDOS PARA PERROS;0;;;;;0;;;;;205;Veterinaria;PHENOLEPTIL 25 MG 100 COMPRIMIDOS PARA PERROS;;;
1;208706;PHOTOPREVENT B3 NICO 500G60CA;0;;;;;0;;;;;101;Parafarmacia;PHOTOPREVENT B3 NICO 500G60CA;;;
1;178706;PHY SRO FISIO 30 MONODOSIS 5ML;0;;;;;0;;;;;106;Efectos y accesorios;PHY SRO FISIO 30 MONODOSIS 5ML;;;
1;178708;PHY SRO FISIO 40 MONODOS 5ML;0;;;;;0;;;;;106;Efectos y accesorios;PHY SRO FISIO 40 MONODOS 5ML;;;
1;207713;PHYSIORELAX CBD 75 ML;0;;;;;0;;;;;101;Parafarmacia;PHYSIORELAX CBD 75 ML;;;
1;182158;PHYSIORELAX FORTE PLUS SPY 150;0;feb-28;;;;0;;;;;102;Dermofarmacia;PHYSIORELAX FORTE PLUS SPY 150;;;
1;165338;PHYSIORELAX FORTE PLUS 250 ML;0;;;;;0;;;;;102;Dermofarmacia;PHYSIORELAX FORTE PLUS 250 ML;;;
1;165337;PHYSIORELAX FORTE 75 ML;0;mar-30;;0;0;11,95;0;11,95;0;;102;Dermofarmacia;PHYSIORELAX FORTE 75 ML;;;
1;172457;PHYSIORELAX POLAR 75 ML;0;ene-29;;0;0;15,95;0;15,95;0;;102;Dermofarmacia;PHYSIORELAX POLAR 75 ML;;;
1;189099;PHYSIORELAX ROLL-ON FAST 75ML;0;nov-29;;;;0;;;;;102;Dermofarmacia;PHYSIORELAX ROLL-ON FAST 75ML;;;
1;168855;PHYSIORELAX ULTRA HEAT PLUS 75;0;nov-29;;;;0;;;;;102;Dermofarmacia;PHYSIORELAX ULTRA HEAT PLUS 75;;;
1;194420;PHYTOBIOPOLE VALERIANA 50ML;0;;;;;0;;;;;103;Diet�tica;PHYTOBIOPOLE VALERIANA 50ML;;;
1;212362;PHYTOCYST FORTE BICAPA DRASANVI 30 COMPRIMIDOS;0;jul-29;;;;0;;;;;101;Parafarmacia;PHYTOCYST FORTE BICAPA DRASANVI 30 COMPRIMIDOS;;;
1;354183;PH5 EUCERIN CR MANOS 75 ML;0;dic-26;;;;0;;;;;102;Dermofarmacia;PH5 EUCERIN CR MANOS 75 ML;;;
1;326728;PH5 EUCERIN CR 75 G;0;;;0;0;16,95;0;16,95;0;;102;Dermofarmacia;PH5 EUCERIN CR 75 G;;;
1;394197;PH5 EUCERIN ENRIQU LOC 1000 ML;0;oct-28;;;;0;;;;;102;Dermofarmacia;PH5 EUCERIN ENRIQU LOC 1000 ML;;;Art�culos piso
1;390849;PH5 EUCERIN ENRIQU LOC 400 ML;0;dic-28;;;;0;;;;;102;Dermofarmacia;PH5 EUCERIN ENRIQU LOC 400 ML;;;Art�culos piso
1;341958;PH5 EUCERIN GEL 1000 ML;0;oct-27;;;;0;;;;;102;Dermofarmacia;PH5 EUCERIN GEL 1000 ML;;;Art�culos piso
1;365361;PH5 EUCERIN GEL 400 ML;0;nov-27;;;;0;;;;;102;Dermofarmacia;PH5 EUCERIN GEL 400 ML;;;Art�culos piso
1;187925;PH5 EUCERIN LOC ULTRALIG 400LT;0;oct-28;;;;0;;;;;102;Dermofarmacia;PH5 EUCERIN LOC ULTRALIG 400LT;;;
1;187926;PH5 EUCERIN LOC ULTRALIGER 1LT;0;mar-46;;;;0;;;;;102;Dermofarmacia;PH5 EUCERIN LOC ULTRALIGER 1LT;;;Art�culos piso
1;326785;PH5 EUCERIN LOC 1000 ML;0;feb-28;;;;0;;;;;102;Dermofarmacia;PH5 EUCERIN LOC 1000 ML;;;Art�culos piso
1;326744;PH5 EUCERIN LOC 400 ML;0;oct-26;;0;0;13,95;0;13,95;0;;102;Dermofarmacia;PH5 EUCERIN LOC 400 ML;;;Art�culos piso
1;185330;PH5 EUCERIN OLEOGEL DUCHA 1000;0;;;;;0;;;;;102;Dermofarmacia;PH5 EUCERIN OLEOGEL DUCHA 1000;;;
1;340034;PH5 EUCERIN OLEOGEL DUCHA 400;0;;;;;0;;;;;102;Dermofarmacia;PH5 EUCERIN OLEOGEL DUCHA 400;;;
1;238444;PH5 EUCERIN PROT LABIAL;0;;;;;0;;;;;102;Dermofarmacia;PH5 EUCERIN PROT LABIAL;;;
1;729152;PIGMENTASA 40 MG/G CREMA 1 TUBO 25 G;0;;;;;0;;;;;01;Especialidad;PIGMENTASA 40 MG/G CREMA 1 TUBO 25 G;;;
1;168615;PIGMENTCLAR OJOS 15 ML;0;may-27;;0;0;32,95;0;32,95;0;;101;Parafarmacia;PIGMENTCLAR OJOS 15 ML;;;
1;037829;PILEXIL CAPSULAS FORTE CABELLO Y U�AS 120 CAPSULAS (PROMO 100+20 REGALO);0;;;;;0;;;;;101;Parafarmacia;PILEXIL CAPSULAS FORTE CABELLO Y U�AS 120 CAPSULAS (PROMO 100+20 REGALO);;;
1;154418;PILEXIL CHAMPU ANTICAIDA 500ML;0;;;;;0;;;;;102;Dermofarmacia;PILEXIL CHAMPU ANTICAIDA 500ML;;;
