Codigo_Nacional;Codigo;Nombre;Total Ventas;ventas1;ventas2;ventas3;ventas4;ventas5;ventas6;ventas7;ventas8;ventas9;ventas10;ventas11;ventas12;
197031;8470001970312;HANSAPLAST ELASTIC 2TAM 20AP;12;1;1;0;0;3;3;2;1;0;0;0;1;
197032;8470001970329;HANSAPLAST ELASTIC TIRA 1M*6CM;1;0;0;0;0;0;0;0;0;1;0;0;0;
189415;8470001894151;HANSAPLAST ESPAR UNIV 5M*2.5CM;7;0;0;0;0;0;0;0;2;1;3;0;1;
186277;8470001862778;HANSAPLAST FROZEN 20 APOSITOS;1;0;0;0;0;0;0;0;0;1;0;0;0;
197034;8470001970343;HANSAPLAST MARVEL 20 STRIPS;2;0;0;0;1;0;0;0;0;0;0;0;1;
186278;8470001862785;HANSAPLAST MICKEY 20 APOSITOS;3;0;0;0;0;0;0;0;0;1;0;1;1;
186276;8470001862761;HANSAPLAST PRINCESS 20 APOSIT;6;0;0;0;1;0;0;0;1;2;0;1;1;
155009;8470001550095;HANSAPLAST SECOND SPRAY 40ML;3;1;0;0;0;0;0;0;1;0;0;0;1;
204356;8470002043565;HANSAPLAST SENS XL 7*6CM 5 UN;10;2;3;0;0;1;1;0;0;0;1;1;1;
204357;8470002043572;HANSAPLAST SENS XXL 10*8CM 5UN;3;2;0;0;1;0;0;0;0;0;0;0;0;
210167;8470002101678;HANSAPLAST SENSITIVE KIDS 20UN;1;1;0;0;0;0;0;0;0;0;0;0;0;
210168;8470002101685;HANSAPLAST SURTIDO MANOS 20 UN;1;0;0;0;1;0;0;0;0;0;0;0;0;
196499;8470001964991;HANSAPLAST UNIVERSAL 20 AP;14;0;0;0;3;6;0;3;1;1;0;0;0;
700677;8470007006770;HAVRIX 1440 UI 1JRG 1ML;2;0;0;0;0;2;0;0;0;0;0;0;0;
700107;8470007001072;HEIPRAM 10 MG 28 COM;6;1;1;2;0;0;0;1;0;0;0;0;1;
700108;8470007001089;HEIPRAM 10 MG 56 COM;17;1;1;0;1;2;1;2;0;1;2;3;3;
700109;8470007001096;HEIPRAM 15 MG 28 COM;7;2;0;1;0;0;0;1;2;0;1;0;0;
700110;8470007001102;HEIPRAM 15 MG 56 COM;10;0;1;0;1;0;1;0;3;0;1;1;2;
700111;8470007001119;HEIPRAM 20 MG 28 COM;13;0;0;0;1;0;0;3;1;2;1;3;2;
700114;8470007001140;HEIPRAM 20 MG 56 COM;2;0;0;0;0;0;1;0;0;0;0;0;1;
197208;8470001972088;HELIOCARE 360 D PLUS 30 CAPS;4;0;0;0;0;1;0;0;0;3;0;0;0;
167986;8470001679864;HELIOCARE 360 FLUID CR 50 ML;2;0;0;2;0;0;0;0;0;0;0;0;0;
172413;8470001724137;HELIOCARE 360 GEL FREE 50+ 50;4;1;0;0;0;1;0;0;0;1;0;1;0;
186660;8470001866608;HELIOCARE 360 INV SPY50+ 200ML;2;0;0;0;0;2;0;0;0;0;0;0;0;
187048;8470001870483;HELIOCARE 360 MD AK FLUID 50ML;1;0;0;0;1;0;0;0;0;0;0;0;0;
184760;8470001847607;HELIOCARE 360 MINER TOL FLU 50;1;0;0;0;0;0;0;0;0;1;0;0;0;
197779;8470001977793;HELIOCARE 360 PIG SOL FLU 50ML;1;0;0;0;0;0;0;1;0;0;0;0;0;
202443;8470002024434;HELIOCARE 360 SPORT SPF50+ 25G;1;0;0;1;0;0;0;0;0;0;0;0;0;
214710;8470002147102;HELIOCARE SENSATION 50+ 50ML;4;0;0;1;0;0;0;0;1;0;1;1;0;
348146;8470003481465;HELIOCARE ULTRA D 30 CAPSULAS;6;0;0;0;0;0;1;0;1;1;2;0;1;
193017;8470001930170;HELIOCARE360 PED LOC SPR 250ML;1;0;0;0;0;0;1;0;0;0;0;0;0;
193016;8470001930163;HELIOCARE360 PED MINERAL 50ML;1;0;0;0;0;0;0;0;1;0;0;0;0;
204074;8470002040748;HELIPROTECT 30CA;1;0;0;1;0;0;0;0;0;0;0;0;0;
993675;8470009936754;HEMICRANEAL 20 COMP;22;0;1;0;2;0;2;0;1;2;5;2;7;
660478;8470006604786;HEMOAL FORTE PDA RECTAL 30 G;11;2;2;0;1;3;1;0;0;1;0;0;1;
660481;8470006604816;HEMOAL PDA RECTAL 30 G;2;0;1;0;0;0;0;0;1;0;0;0;0;
767228;8470007672289;HEMODREN PDA RECTAL 15 G;1;1;0;0;0;0;0;0;0;0;0;0;0;
917344;8470009173449;HEMOVAS 400 MG 60 GRAG;1;0;0;0;0;0;0;0;0;0;0;0;1;
916007;8470009160074;HEMOVAS 600 MG 60 COMP;25;3;1;2;2;1;2;1;3;2;2;3;3;
182953;8470001829535;HEPADIF SOL 150 ML;4;0;0;0;0;0;4;0;0;0;0;0;0;
PHDIE069;PHDIE069;HEPATOSIL PLUS RAZAS PEQ 30COM;1;0;0;0;1;0;0;0;0;0;0;0;0;
PHDIE068;PHDIE068;HEPATOSIL PLUS RAZAS PEQ 60COM;3;0;0;0;2;1;0;0;0;0;0;0;0;
125157;8470001251572;HERBODIET ALIVIA GASES 20BOL;2;1;0;0;0;0;1;0;0;0;0;0;0;
234427;8470002344273;HERMESETAS 1200 COMP;7;0;2;1;0;0;0;2;0;0;2;0;0;
234401;8470002344013;HERMESETAS 300 COMP;6;0;1;0;2;1;1;0;0;0;1;0;0;
187382;8470001873828;HIALIX 24PASTILLAS;1;0;0;0;0;0;0;0;0;1;0;0;0;
206551;8470002065512;HIALIX SPRAY GARGANTA 30 ML;1;0;0;0;1;0;0;0;0;0;0;0;0;
671969;8470006719695;HIBOR 2500 UI 0.2 ML 10 JGA;1;0;0;0;0;0;0;0;0;0;0;0;1;
671968;8470006719688;HIBOR 3500 UI 0.2 ML 10 JGA;6;1;0;0;0;0;0;1;0;0;0;2;2;
672007;8470006720073;HIBOR 3500 UI 0.2 ML 30 JGA;8;0;0;0;0;1;1;1;0;0;1;3;1;
672003;8470006720035;HIBOR 5000 UI 0.2 ML 2 JGA;4;0;0;0;0;0;2;0;0;0;0;2;0;
672002;8470006720028;HIBOR 5000 UI 0.2 ML 30 JGA;2;0;1;0;0;0;0;0;0;0;1;0;0;
672001;8470006720011;HIBOR 7500 UI 0.3 ML 2 JGA;2;0;0;0;0;0;0;0;0;0;0;0;2;
672000;8470006720004;HIBOR 7500 UI 0.3 ML 30 JGA;3;0;0;0;1;0;0;0;0;0;1;1;0;
161273;8470001612731;HIDRALOE GEL ALOE 250 ML;2;0;0;0;0;0;0;0;0;2;0;0;0;
770073;8470007700739;HIDROALTESONA 30 COMP;13;3;1;0;0;1;1;0;1;2;2;2;0;
664209;8470006642092;HIDROCLOROTIAZ KERN 50MG 20CO;9;2;0;2;0;0;0;0;0;3;0;2;0;
698137;8470006981375;HIDROCLOROTIAZIDA KERN25MG20CO;42;2;3;2;1;2;0;7;6;7;5;2;5;
934554;8470009345549;HIDROFEROL 0.1 MG GOT 10 ML;2;1;0;0;0;0;0;0;1;0;0;0;0;
707348;8470007073482;HIDROFEROL CAPS BLANDAS 10 CAP;166;15;15;10;15;8;2;13;17;4;21;23;23;
707347;8470007073475;HIDROFEROL CAPS BLANDAS 5 CAP;33;1;1;2;2;6;3;2;4;1;5;4;2;
693705;8470006937051;HIDROFEROL GOTAS 20 ML;8;0;0;1;0;1;0;1;2;0;1;0;2;
700558;8470007005582;HIDROFEROL SOL ORAL 10X1.5 ML;26;4;2;2;2;1;2;1;5;0;2;2;3;
703676;8470007036760;HIDROXIL B1 B6 B12 30 COMP;28;2;5;1;3;2;3;2;1;2;1;2;4;
700570;8470007005704;HIGROTONA 50 MG 30 COM;19;0;1;1;3;3;3;1;2;1;1;2;1;
214692;8470002146921;HILO DENTAL LACER EX-SUAV MENT;5;0;0;0;0;1;0;0;0;2;0;1;1;
384040;8470003840408;HILO DENTAL ORAL-B FLUOR-MENTA;3;0;0;0;0;0;2;0;0;0;0;0;1;
361469;8470003614696;HILO DENTAL PHB FLUOR-MENTA;2;0;0;0;0;0;1;1;0;0;0;0;0;
934836;8470009348366;HIPERTENE 10 MG 28 COMP;4;2;0;0;1;0;1;0;0;0;0;0;0;
333518;8470003335188;HIPOSUDOL ROLL ON 50ML;1;0;0;0;0;0;0;1;0;0;0;0;0;
769737;8470007697374;HIRUDOID GEL 40G;1;0;0;0;0;0;0;1;0;0;0;0;0;
108004;8470001080042;HOLOFIT ASTAXANTINA  50CAP;1;0;0;0;0;0;0;1;0;0;0;0;0;
108313;8470001083135;HOLOMEGA ACIDO CAPRILICO 50CAP;1;0;0;0;1;0;0;0;0;0;0;0;0;
759231;8470007592310;HOMEOPLASMINE POMADA 40 G;2;0;0;0;0;0;0;0;0;0;2;0;0;
737616;8470007376163;HOMEOVOX 60 COMP;1;0;1;0;0;0;0;0;0;0;0;0;0;
212591;8470002125919;HP SECOND SKIN PROTECT REG 6UN;1;0;0;0;0;0;0;0;0;1;0;0;0;
704228;8470007042280;HUMALOG 200UDML KWIKPE 5PL3ML;7;1;0;1;0;1;1;0;1;0;1;0;1;
719551;8470007195511;HUMALOG JR KWI 100UML 5PL 3ML;17;1;2;2;1;2;1;1;2;2;1;1;1;
661145;8470006611456;HUMALOG KWIKPEN 100UML 5 PLUM;8;1;1;1;0;0;1;0;1;0;0;1;2;
197260;8470001972606;HUMIDIFICADOR ULTR UH-6 APOSAN;1;0;1;0;0;0;0;0;0;0;0;0;0;
399774;8470003997744;HYABAK SOL HIDR OCULAR 10 ML;44;1;4;1;6;3;5;1;3;8;3;6;3;
246405;8470002464056;HYALU B5 SERUM 30 ML;3;0;0;1;1;0;0;0;0;0;0;0;1;
392613;8470003926133;HYALU B5 SERUM OJOS 15 ML;1;0;1;0;0;0;0;0;0;0;0;0;0;
164302;8470001643025;HYALURON MUCUS 30 GR;1;0;0;0;0;1;0;0;0;0;0;0;0;
177661;8470001776617;HYDRA BEBE LECHE CORPORAL750ML;3;0;0;0;0;1;0;1;0;0;0;0;1;
157644;8470001576446;HYDRAPHASE TEXTURA LIGERA 40ML;4;1;0;0;0;0;0;2;0;0;0;0;1;
151334;8470001513342;HYDRAPHASE XL LIGERA CR 40 ML;2;0;1;0;0;0;0;0;0;0;1;0;0;
ACTIB004;ACTIB004;HYDRASTIS CANADENSIS 30CH GRANULOS;1;0;0;0;0;0;0;0;0;0;0;0;1;
669473;8470006694732;HYDREA 500 MG 20 CAPS;20;3;0;3;3;2;2;3;0;0;2;1;1;
165891;8470001658913;HYLO COMOD 10 ML;24;2;1;2;2;3;2;1;2;2;3;3;1;
173050;8470001730503;HYLO DUAL 10 ML;16;2;2;2;1;4;0;2;2;0;0;0;1;
178077;8470001780775;HYLO FRESH COLIRIO 10 ML;1;0;0;0;0;1;0;0;0;0;0;0;0;
165892;8470001658920;HYLO GEL 10 ML;11;1;0;1;1;2;1;2;2;0;0;1;0;
201086;8470002010864;HYLO INTENSE COLIRIO CGOT10ML;16;1;0;0;1;4;1;0;0;2;4;2;1;
168936;8470001689368;HYLO PARIN 10 ML;2;0;1;0;0;0;0;0;0;0;0;1;0;
207029;8470002070295;HYPAFIX GASA ADHESIV 2.5CMX10M;1;0;0;0;0;0;1;0;0;0;0;0;0;
163430;8470001634306;HYPAFIX GASA ADHESIVA 15CMX2M;5;0;1;0;0;1;0;0;1;1;1;0;0;
688034;8470006880340;IBEROGAST GOTAS 100 ML;11;0;1;2;0;2;1;1;1;2;0;1;0;
688032;8470006880326;IBEROGAST GOTAS 20 ML;25;3;0;2;1;0;5;3;1;2;1;3;4;
688033;8470006880333;IBEROGAST GOTAS 50 ML;13;1;0;0;2;2;2;3;1;1;1;0;0;
672819;8470006728192;IBIS 20 MG 20 COMP;41;0;0;3;0;6;0;15;6;5;4;1;1;
762413;8470007624134;IBIS 20 MG 20 COMP BUCODISP;2;0;0;0;0;0;0;0;1;1;0;0;0;
703563;8470007035633;IBIS 20 MG 20 COMP DIF;2;0;0;1;1;0;0;0;0;0;0;0;0;
758615;8470007586159;IBIS 6MGML COLIRIO SOL 5ML;2;0;1;0;0;0;0;1;0;0;0;0;0;
656185;8470006561850;IBUDOL 200 MG 20 SOB;4;0;0;0;0;0;0;1;1;0;0;1;1;
656412;8470006564127;IBUDOL 400 MG 20 SOB;39;3;4;3;5;3;4;0;1;4;3;5;4;
759836;8470007598367;IBUDOL 400MG 20CAP;44;4;1;0;1;4;5;4;7;3;6;3;6;
705635;8470007056355;IBUFEN 400 POLVO ORAL 24SOB;5;1;0;0;1;1;0;0;0;1;0;0;1;
674911;8470006749111;IBUFEN CINFA 20 COMP;82;10;7;6;12;6;5;10;4;7;6;4;5;
654685;8470006546857;IBUKERN 600 MG 20 STICK PACK;9;0;0;2;2;0;1;0;0;1;0;1;2;
654698;8470006546987;IBUPROFENO (ARGININA) CINFA EFG 400 mg 30 SOBRES GRANULADO PARA SOLUCION ORAL;2;0;0;0;0;0;0;0;1;0;0;1;0;
654701;8470006547014;IBUPROFENO ARG CINF600MG20SOB;20;3;0;0;1;0;2;4;2;1;5;2;0;
654702;8470006547021;IBUPROFENO ARG CINFA 600MG 40S;1;0;1;0;0;0;0;0;0;0;0;0;0;
660476;8470006604762;IBUPROFENO ARG KERN 600MG 20SO;1;0;0;0;0;0;0;0;0;0;1;0;0;
660477;8470006604779;IBUPROFENO ARG KERN 600MG 40SO;2;0;0;0;1;0;1;0;0;0;0;0;0;
660697;8470006606971;IBUPROFENO ARG NORMO600MG20SO;3;0;1;1;1;0;0;0;0;0;0;0;0;
656012;8470006560129;IBUPROFENO CINFA 20MGML 200ML;6;0;0;1;1;0;0;0;2;0;1;0;1;
652798;8470006527986;IBUPROFENO CINFA 400MG 30COMP;22;3;1;0;3;0;3;0;0;3;1;1;7;
661426;8470006614266;IBUPROFENO CINFA 600 MG 40 COM;149;13;17;9;16;9;15;8;1;10;16;12;23;
699134;8470006991343;IBUPROFENO KERN 40MG 150ML;18;2;2;1;0;0;0;0;1;5;4;2;1;
687248;8470006872482;IBUPROFENO KERN 600MG 20SO EFE;13;0;0;0;0;0;0;0;3;2;1;5;2;
890897;8470008908974;IBUPROFENO KERN SUSP 200 ML;2;0;1;0;0;0;0;0;1;0;0;0;0;
819144;8470008191444;IBUPROFENO NORMON 20MGML 200;21;2;3;4;4;0;1;0;1;1;2;0;3;
754267;8470007542674;IBUPROFENO NORMON 400 MG 30 CO;59;5;7;6;0;8;3;2;2;3;9;6;8;
686908;8470006869086;IBUPROFENO NORMON 40MG 150ML;19;1;5;3;2;1;2;0;0;0;0;1;4;
754846;8470007548461;IBUPROFENO NORMON 600 MG 40 CO;257;23;23;24;17;23;23;26;13;22;17;24;22;
762304;8470007623045;IBUPROFENO PENSA 600MG 40COMP;1;0;1;0;0;0;0;0;0;0;0;0;0;
756029;8470007560296;IBUPROFENO RAPID 400MG 20CAP;77;13;15;12;11;1;10;9;6;0;0;0;0;
718846;8470007188469;IBUPROFENO STADA 400MG 20SOB;1;0;0;0;0;0;0;1;0;0;0;0;0;
699128;8470006991282;IBUPROFENO SUSP CINFA40MG200ML;9;0;1;2;0;0;1;2;1;0;2;0;0;
709969;8470007099697;IBUSTICK 50 MGG GEL 30 G;7;2;0;0;0;1;1;3;0;0;0;0;0;
661658;8470006616581;IBUSTICK 50 MGG GEL 60 G;18;2;0;2;0;0;0;4;4;1;3;0;2;
678334;8470006783344;IDEOS 60 COMP MAST;11;1;3;0;2;0;0;0;1;0;2;0;2;
655967;8470006559673;IDEOS UNIDIA 1000MG880UI 30SO;21;2;1;1;3;0;3;2;1;2;2;2;2;
198504;8470001985040;IDRACARE GEL VAG 8 CANULAS*5ML;1;0;0;0;0;0;0;0;0;0;0;1;0;
199914;8470001999146;IDROFLOG SOL OFTAL 0.5X15 MONO;1;0;0;0;1;0;0;0;0;0;0;0;0;
748195;8470007481959;IGNATIA AMARA DT 30CH;1;0;0;0;0;0;0;0;1;0;0;0;0;
724529;8470007245292;ILMAGO 0.50.4 MG 30 CAPS;19;2;1;2;1;2;1;2;2;3;1;1;1;
771337;8470007713371;ILVICO 20 GRAG;28;1;2;2;1;1;0;0;2;1;2;8;8;
677204;8470006772041;ILVIGRIP POLVO SOLUC ORAL 10SO;1;0;0;0;1;0;0;0;0;0;0;0;0;
669523;8470006695234;IMIGRAN INTRANASAL 10 MG;4;0;0;4;0;0;0;0;0;0;0;0;0;
669515;8470006695159;IMIGRAN INTRANASAL 20 MG 2 PUL;2;0;0;1;0;0;0;0;1;0;0;0;0;
650327;8470006503270;IMIGRAN NEO 50 MG 4 COMP;6;0;0;0;0;0;1;2;0;0;0;2;1;
IMPRO738;IMPRO738;IMPROMUNE PASTA 30 ML BIOIBERICA;6;2;0;0;0;0;0;0;0;2;1;1;0;
701283;8470007012832;IMUNOCARE CR 5% 24SOBRES 250MG;1;1;0;0;0;0;0;0;0;0;0;0;0;
208186;8470002081864;IMUNOGLUKAN P4H 5 DIAS 1 BOTELLA 100 ml;1;0;0;0;0;0;0;0;0;0;0;0;1;
161317;8470001613172;IMUNOGLUKAN P4H SUSP 120 ML;6;0;2;1;1;0;0;0;0;0;0;1;1;
933176;8470009331764;IMUREL 50 MG 50 COMP;28;1;2;3;2;0;3;1;4;2;3;3;4;
169018;8470001690180;IN-MACULA 60 CAPSULAS;6;0;0;1;0;0;1;0;0;2;0;1;1;
989616;8470009896164;INACID RETRD 75MG 20CAPS;2;0;0;1;0;1;0;0;0;0;0;0;0;
911610;8470009116101;INALADUO 25250 INHALAD 120 DO;1;0;0;0;0;0;0;0;1;0;0;0;0;
906842;8470009068424;INALADUO 2550 INHALAD 120 DOS;3;0;0;0;0;0;0;0;0;0;1;1;1;
732440;8470007324409;INBRIJA 33 MG 92 CAPS;1;1;0;0;0;0;0;0;0;0;0;0;0;
491944;8470004919448;INCOPACK NATURE ELA TG SNOC80U;1;0;0;0;0;0;0;0;0;0;0;1;0;
471243;8470004712438;INCOPACK PANT TG DIA 80;2;1;0;1;0;0;0;0;0;0;0;0;0;
478321;8470004783216;INCOPACK PANT TM DIA 80;13;2;1;0;0;2;2;2;0;1;1;1;1;
471482;8470004714821;INCOPACK PANT TM NOCHE 80;2;0;0;0;0;1;0;0;0;1;0;0;0;
471540;8470004715408;INCOPACK PANT TM SUPER NOCH80;9;0;1;0;1;1;1;1;0;2;0;1;1;
471276;8470004712766;INCOPACK PANT TP NOCHE 80;4;0;0;1;0;0;1;0;0;1;0;0;1;
471615;8470004716153;INCOPACK RECT SNOCH ULT-80;1;0;0;0;0;1;0;0;0;0;0;0;0;
915900;8470009159009;INDAPAMIDA NORMON 2.5 MG 30 CO;5;1;0;0;0;1;1;0;0;0;1;1;0;
661472;8470006614723;INDAPAMIDA RET CINF 1.5MG 30CO;1;0;0;0;0;0;0;1;0;0;0;0;0;
683442;8470006834428;INDAPAMIDA RET TEVA 1.5MG30COM;5;0;0;0;0;0;0;0;1;1;1;1;1;
221747;8470002217478;INDASEC DISCREET MAXI 15 UN;2;0;0;0;0;0;0;0;1;1;0;0;0;
237990;8470002379909;INDASEC DISCREET MINI 20 UN;1;0;0;0;0;1;0;0;0;0;0;0;0;
174123;8470001741233;INDASEC POSPART 12 UDS;3;0;0;0;2;1;0;0;0;0;0;0;0;
174125;8470001741257;INDASEC PROTEGESLIP 100%ALG24U;1;0;0;0;0;0;1;0;0;0;0;0;0;
650545;8470006505458;INEGY 1020 MG 28 COMP;9;1;2;0;1;0;0;2;0;0;1;2;0;
654775;8470006547755;INEGY 1040 MG 28 COM;3;0;0;0;1;0;0;0;0;0;0;2;0;
772178;8470007721789;INHALADOR VICKS;9;1;1;1;1;0;0;2;0;0;2;0;1;
720591;8470007205913;INHIXA 20 MG 10 JGA;4;0;4;0;0;0;0;0;0;0;0;0;0;
720585;8470007205852;INHIXA 40 MG 10 JGA;11;4;1;1;0;0;0;0;1;1;0;2;1;
720578;8470007205784;INHIXA 60 MG 10 JGA;2;1;0;1;0;0;0;0;0;0;0;0;0;
189699;8470001896995;INIBSA PACK GEL 1000 +CHAMPU;1;0;0;0;0;0;0;0;0;0;0;1;0;
779165;8470007791652;INISTON ANTITUSIVO NF 200 ML;1;0;0;0;0;0;0;1;0;0;0;0;0;
182100;8470001821003;INMUNOFE FLULENZA GAR SPY 20ML;1;0;0;0;0;0;0;1;0;0;0;0;0;
186074;8470001860743;INMUNOFERON 45 SOBRES;2;1;0;0;1;0;0;0;0;0;0;0;0;
202990;8470002029903;INMUNOFERON 60 CAPUSLAS;5;1;0;3;1;0;0;0;0;0;0;0;0;
186073;8470001860736;INMUNOFERON 90 CAPSULAS;3;0;0;1;0;0;1;0;0;0;1;0;0;
190047;8470001900470;INMUNOFERON JUNIOR JBE 150 ML;1;0;0;0;0;0;0;0;0;0;0;0;1;
212652;8470002126527;INMUNOK FAMILY 200 ML;1;0;0;0;0;0;0;0;1;0;0;0;0;
696871;8470006968710;INNOHEP 18000 UI 0.9ML 10 JGA;1;0;0;0;0;1;0;0;0;0;0;0;0;
697444;8470006974445;INNOHEP 3500 UI 0.35ML 10 JGA;2;1;0;0;0;1;0;0;0;0;0;0;0;
697446;8470006974469;INNOHEP 4500 UI 0.45ML 10 JGA;3;0;0;0;0;0;0;0;0;0;0;0;3;
704863;8470007048633;INNOHEP 8000 UI 0.4 ML 10 JGA;2;0;0;0;0;0;2;0;0;0;0;0;0;
681926;8470006819265;INREQ 0.4 MG 30 COMPRIMIDOS;5;0;0;1;0;1;2;0;1;0;0;0;0;
667572;8470006675724;INSUCOR 5MG 28COMP;6;1;0;1;0;1;0;1;1;0;1;0;0;
775502;8470007755029;INSUL ACTRAPID 100 UI 10 ML;1;0;0;1;0;0;0;0;0;0;0;0;0;
776427;8470007764274;INSUL INSULAT FLEXPEN 5 PLUMAS;2;1;0;0;0;0;0;0;0;0;0;0;1;
656774;8470006567746;INSUL NOVORAPID FLEXPEN 5 PLUM;23;0;5;1;0;3;1;3;2;2;3;3;0;
155757;8470001557575;INTERPROX 6 CEPILL SUPER MICRO;3;1;0;0;0;0;0;0;0;0;1;1;0;
300855;8470003008556;INTERPROX 6 CEPILLOS CILINDR;2;0;0;0;0;0;0;1;0;0;0;1;0;
300848;8470003008488;INTERPROX 6 CEPILLOS CONICOS;7;0;0;0;3;0;0;1;0;2;0;1;0;
348441;8470003484411;INTERPROX 6 CEPILLOS MICRO;1;0;0;1;0;0;0;0;0;0;0;0;0;
300830;8470003008303;INTERPROX 6 CEPILLOS MINI;4;1;0;0;0;2;0;0;0;1;0;0;0;
172796;8470001727961;INTERPROX 6 CEPILLOS NANO;3;3;0;0;0;0;0;0;0;0;0;0;0;
320320;8470003203203;INTERPROX GEL DENTIFRICO 20 ML;1;0;0;0;0;0;1;0;0;0;0;0;0;
160541;8470001605412;INTERPROX PLUS MINICONICO 6UDS;3;0;0;0;0;0;0;1;0;0;1;1;0;
158171;8470001581716;INTERPROX PLUS X-MAXI 4UDS;1;1;0;0;0;0;0;0;0;0;0;0;0;
161614;8470001616142;INTERPROX PLUS XX-MAXI 4UDS;1;1;0;0;0;0;0;0;0;0;0;0;0;
663598;8470006635988;INTESTIFALK 2MGDOSIS ESP RECT;2;0;0;0;0;0;0;0;0;0;0;0;2;
206522;8470002065222;INTESTVITA ENZYMES 30 CAPSULAS;1;0;0;0;0;0;0;0;0;1;0;0;0;
171756;8470001717566;INTIMINA COPA MENS COMPACT TA;1;0;0;0;0;0;0;0;0;0;0;1;0;
171757;8470001717573;INTIMINA COPA MENS COMPACT TB;1;0;0;0;1;0;0;0;0;0;0;0;0;
167299;8470001672995;INTIMINA EJERCITADOR KEGEL 38G;1;0;0;0;0;0;0;1;0;0;0;0;0;
723501;8470007235019;INTRAROSA 6.5MG 28 OVULOS 6 AP;1;0;0;0;0;0;1;0;0;0;0;0;0;
709248;8470007092483;INTUNIV 2 MG 28 COMP;17;2;2;2;2;1;2;1;1;1;1;1;1;
709249;8470007092490;INTUNIV 3 MG 28 COMP;14;1;1;1;1;1;2;2;1;1;1;1;1;
702421;8470007024217;INVOKANA 100 MG 30 COMP;2;1;1;0;0;0;0;0;0;0;0;0;0;
702424;8470007024248;INVOKANA 300 MG 30 COMP;1;0;0;0;0;0;1;0;0;0;0;0;0;
197140;8470001971401;IODIM GOTAS OCULARES 10 ML;5;0;0;0;1;1;0;1;0;1;1;0;0;
246253;8470002462533;IRALTONE AGA 60 CAPSULAS;13;2;1;1;2;1;0;1;1;1;1;1;1;
190826;8470001908261;IRALTONE AGA PLUS 60 CAPSULAS;12;2;0;0;2;3;1;0;0;1;0;1;2;
190167;8470001901675;IRALTONE CHAMPU DS 200 ML;6;0;1;0;0;0;0;1;2;0;0;2;0;
193945;8470001939456;IRALTONE CHAMPU FORT 200ML;3;0;1;0;0;0;0;0;1;1;0;0;0;
201518;8470002015180;IRALTONE CHAMPU USO FREC 200ML;6;1;1;0;1;1;1;1;0;0;0;0;0;
161233;8470001612335;IRALTONE FORTE 60 CAPS;5;0;0;2;0;0;0;0;0;1;1;1;0;
209008;8470002090088;IRALTONE FORTE MELATONIN 60CAP;1;0;0;0;0;0;0;0;0;0;0;0;1;
661598;8470006615980;IRBESARTAN CINFA 150MG 28 COMP;10;0;0;4;1;0;1;2;1;0;1;0;0;
661599;8470006615997;IRBESARTAN CINFA 300MG 28 COMP;21;1;1;1;1;1;2;3;2;3;1;2;3;
661597;8470006615973;IRBESARTAN CINFA 75MG 28 COM;16;1;3;2;0;1;2;1;3;1;0;2;0;
651126;8470006511268;IRBESARTAN HC CIN 30012.5 28C;7;0;0;0;0;0;1;1;1;2;1;1;0;
651134;8470006511343;IRBESARTAN HC CINF 30025 28CO;3;0;1;0;0;0;0;0;0;2;0;0;0;
683663;8470006836637;IRBESARTAN HCTZ NOR 30025 28C;4;0;0;0;1;2;1;0;0;0;0;0;0;
665434;8470006654347;IRBESARTAN HCTZ NORMON 150MG28;5;2;0;0;0;0;0;1;0;2;0;0;0;
665435;8470006654354;IRBESARTAN HCTZ NORMON 300MG28;30;4;2;4;3;3;2;2;2;2;2;2;2;
679369;8470006793695;IRBESARTAN HCTZSTAD15012.5M28;2;0;0;0;0;0;1;0;0;0;1;0;0;
661748;8470006617489;IRBESARTAN NORMON 150MG 28COMP;4;1;1;0;0;0;0;0;0;1;0;0;1;
661749;8470006617496;IRBESARTAN NORMON 300MG 28COMP;13;1;1;1;1;1;0;1;2;1;1;2;1;
661747;8470006617472;IRBESARTAN NORMON 75MG 28COM;4;0;1;1;0;0;1;0;0;0;0;0;1;
009443;8470000094439;IRC-VET GEL 50 ML;1;0;0;0;0;0;0;1;0;0;0;0;0;
195385;8470001953858;IROMAX 30 CAPSULAS;2;0;0;1;0;0;0;0;0;0;0;1;0;
993097;8470009930974;IRUXOL NEO PDA 30 G;3;2;0;0;0;0;0;0;0;0;0;1;0;
758543;8470007585435;ISDIBEN 20 MG 50 CAPS;2;1;0;0;1;0;0;0;0;0;0;0;0;
380899;8470003808996;ISDIN AFTER SUN 200 ML;3;0;0;0;0;0;1;1;0;1;0;0;0;
323394;8470003233941;ISDIN AFTER SUN EFECT INMED200;1;0;0;0;0;0;1;0;0;0;0;0;0;
188785;8470001887856;ISDIN PROTECTOR LABIAL 30+ 4G;1;0;0;0;0;0;0;0;0;0;0;1;0;
188784;8470001887849;ISDIN PROTECTOR LABIAL 50+ 4G;6;1;0;0;0;0;4;0;0;0;0;1;0;
190120;8470001901200;ISDIN REPARADOR LABIAL 4 G;7;1;0;0;0;1;2;0;1;0;1;1;0;
191552;8470001915528;ISDIN SI-NAILS;2;0;0;0;1;0;0;0;0;0;1;0;0;
324592;8470003245920;ISDIN TEENSKIN ACNIBENGEL-CR40;1;0;0;0;0;0;0;0;0;0;0;1;0;
150980;8470001509802;ISDIN TEENSKIN BALS REP LAB 10;1;0;0;0;0;0;0;0;1;0;0;0;0;
