Código;Cód. Nacional;Descripción;Unidades;P.C.M.;P.C.M. Línea;P.V.P. Línea;P.V.P.;IVA;Caducidad;
8470001761156;176115;DESENSIN PLUS PASTA 125 ML;1;5,92;5,92;8,95;8,95;21,00;01/05/2028;
8470001685957;168595;DESENSIN REPAIR COLUTORIO500ML;1;9,69;9,69;13,95;13,95;21,00;01/05/2028;
8470001833136;183313;DESENSIN REPAIR PASTA 125 ML;1;8,63;8,63;12,95;12,95;21,00;01/09/2028;
8470006912805;691280;DESLORATADINA FLAS COM 5MG20CO;2;2,76;5,52;13,26;6,63;4,00;01/02/2028;
8470006895108;689510;DESLORATADINA NORMON 5MG 20COM;2;1,78;3,56;13,26;6,63;4,00;01/01/2027;
8470007333364;733336;DESVENLAFAXINA STADA 50MG28COM;3;3,39;10,17;30,57;10,19;4,00;01/11/2026;
8470006541234;654123;DEXAFREE 1MGML COLI 20X0.4 ML;1;10,11;10,11;14,83;14,83;4,00;01/06/2028;
8470007314370;731437;DEXAMETASONA ABDRUG 20MG 30COM;1;32,75;32,75;47,93;47,93;4,00;01/07/2028;
8470001590787;159078;DEXERYL CREMA EMOL 500 GR;1;11,85;11,85;17,95;17,95;21,00;01/08/2027;
8470001823878;182387;DEXERYL SHOWER 200 ML;1;6,83;6,83;10,95;10,95;21,00;01/12/2026;
8470001823885;182388;DEXERYL SHOWER 500 ML;1;9,65;9,65;15,95;15,95;21,00;01/09/2026;
8470006990735;699073;DEXKETOPROFENO CINFA 25MG 20CO;1;1,61;1,61;4,00;4,00;4,00;01/10/2027;
8470009802196;980219;DEZACOR 30 MG 10 COMP;1;2,70;2,70;2,67;2,67;4,00;01/03/2028;
8470008553044;855304;DIANE 35 DIARIO 28 COMP;1;2,11;2,11;3,12;3,12;4,00;01/12/2029;
8470007102182;710218;DIAZEPAM CINFA 5MG 30COM;1;0,70;0,70;1,50;1,50;4,00;01/02/2030;
8470007111894;711189;DIAZEPAM CINFA 5MG 40COM;5;0,72;3,60;9,45;1,89;4,00;01/11/2027;
8470007310129;731012;DIAZEPAM NORMON 10MG 25COM;1;0,59;0,59;1,76;1,76;4,00;01/11/2028;
8470007310136;731013;DIAZEPAM NORMON 10MG 30COM;1;0,65;0,65;1,92;1,92;4,00;01/11/2028;
8470007310112;731011;DIAZEPAM NORMON 2.5MG 40COM;1;0,51;0,51;1,55;1,55;4,00;01/11/2028;
8470007310464;731046;DIAZEPAM NORMON 5MG 30COM;1;0,50;0,50;1,50;1,50;4,00;01/12/2028;
8470007310471;731047;DIAZEPAM NORMONGEN 5MG 40CO;2;0,64;1,28;3,78;1,89;4,00;01/07/2028;
8470009584214;958421;DIAZEPAN PRODES 10 MG 30 COMP;1;1,31;1,31;1,92;1,92;4,00;01/03/2030;
8470008514021;851402;DIAZEPAN PRODES 2.5 MG 40 COM;1;1,06;1,06;1,55;1,55;4,00;01/01/2030;
8470009584139;958413;DIAZEPAN PRODES 5 MG 30 COMP;1;1,02;1,02;1,50;1,50;4,00;01/01/2029;
8470006583517;658351;DICLOFENACO CINFA 50 MG 40 COM;1;0,89;0,89;1,65;1,65;4,00;01/12/2027;
8470006843246;684324;DICLOFENACO LEPORI COL 30MONOD;1;5,38;5,38;7,52;7,52;4,00;01/05/2027;
8470007136286;713628;DICLOFENACO NORM 50MG 20C DISP;1;1,65;1,65;2,47;2,47;4,00;01/01/2028;
8470006567128;656712;DICLOFENACO NORM 50MG 40C DISP;1;1,13;1,13;1,65;1,65;4,00;01/09/2028;
8470006804216;680421;DICLOFENACO NORMON 50MG 40COMP;1;0,83;0,83;1,65;1,65;4,00;01/07/2028;
8470007644828;764482;DIFENADEX 25MG 10SOBRES;1;2,68;2,68;6,68;6,68;4,00;01/09/2026;
8470007678212;767821;DIFENATIL 500 MG;1;1,31;1,31;3,90;3,90;4,00;01/07/2027;
8470007663829;766382;DIFENATIL 650MG 20COM;1;3,06;3,06;4,50;4,50;4,00;01/10/2030;
8470007637424;763742;DIFENATIL INFA 100MGML60ML;1;1,61;1,61;4,00;4,00;4,00;01/09/2027;
8470007637431;763743;DIFENATIL INFA 100MGML90ML;1;2,49;2,49;6,20;6,20;4,00;01/07/2026;
8470007623281;762328;DIFUR 120 MG 96 CAPS;1;26,21;26,21;38,43;38,43;4,00;01/07/2029;
8470009724894;972489;DIGOXINA KERN 0.25 MG 50 COMP;1;1,70;1,70;2,50;2,50;4,00;01/09/2029;
8470006548288;654828;DIGOXINA TEOFARMA 0.25MG 50COM;2;1,66;3,32;5,00;2,50;4,00;01/05/2027;
8470006886786;688678;DILIBAN 75650 MG 60 COM;1;12,11;12,11;17,75;17,75;4,00;01/05/2027;
8470000014581;001458;DILTIAZEM CLORHIDRATO 5 G META;1;12,31;12,31;18,40;18,40;21,00;01/11/2028;
8470007253150;725315;DIMETRIO 2MG 28COM;1;7,09;7,09;10,58;10,58;4,00;01/02/2027;
8470002018686;201868;DIORREN STOP&HYDRATE 9 SOBRES;1;7,43;7,43;10,95;10,95;10,00;01/07/2027;
8470007195252;719525;DIOVAN 160 MG 28 COMP DIF;1;10,19;10,19;16,30;16,30;4,00;01/04/2028;
8470007155812;715581;DIOVAN 80 MG 28 COMP;2;5,56;11,12;16,30;8,15;4,00;01/05/2028;
8470006534236;653423;DIPRODERM 0.05% CR 30 G;2;1,69;3,38;5,00;2,50;4,00;01/04/2027;
8470008057627;805762;DIPRODERM 0.05% SOLU 60 ML;1;1,95;1,95;2,86;2,86;4,00;01/07/2026;
8470007458517;745851;DIPROGENTA CR 30 G;1;9,51;9,51;14,96;14,96;4,00;01/06/2028;
8470006940310;694031;DIPROGENTA CR 50 GR;1;11,37;11,37;19,98;19,98;4,00;01/09/2028;
8470006568101;656810;DIPROSALIC PDA. 30G;1;2,13;2,13;3,12;3,12;4,00;01/06/2028;
8470007295563;729556;DISBRON COLECACIF CAP 25000 UI;1;5,95;5,95;9,37;9,37;4,00;01/01/2028;
8470007711964;771196;DISOLGAS 257. 5MG 30 CAPS;1;6,02;6,02;10,31;10,31;4,00;01/02/2030;
8470006541616;654161;DISTRANEURINE 192 MG 30 CAPS;1;5,65;5,65;8,27;8,27;4,00;01/02/2027;
8470009718121;971812;DITROPAN 5 MG 60 COMP;1;2,83;2,83;4,15;4,15;4,00;01/05/2028;
DIVNA787;DIVNA787;DIVNA BARRA LABIOS COLORES VARIOS;37;6,15;227,55;368,15;9,95;21,00;01/11/2026;
DIVNA001;DIVNA001;DIVNA LAPIZ DE OJOS VARIOS COLORES;48;1,61;77,28;108,00;2,25;21,00;01/10/2026;
DIVNA004;DIVNA004;DIVNA LIMA UÑAS DECORADA;1;1,39;1,39;2,20;2,20;21,00;01/11/2027;
8470007275657;727565;DIZINEL 2040 MG EFG 20 COMP;1;7,98;7,98;11,71;11,71;4,00;01/03/2028;
8470007411161;741116;DOBUPAL RETARD 75 MG 30 CAPS;2;6,54;13,08;19,18;9,59;4,00;01/11/2027;
8470001935113;193511;DODOT PRO SENSITIVE T0 <3KG38U;1;29,93;29,93;22,95;22,95;21,00;01/06/2028;
8470001935137;193513;DODOT PRO SENSITIVET2 4-8KG36U;1;12,19;12,19;17,95;17,95;21,00;01/04/2035;
8470002187870;218787;DODOT SEN CARRYPACKT1 2-5KG58U;2;17,57;35,14;51,90;25,95;21,00;01/02/2028;
8470001801548;180154;DODOT SENSITIVE T1 44 UDS;1;13,70;13,70;11,95;11,95;21,00;01/10/2026;
8470006837481;683748;DOLALGIAL 125 MG 20 COMP;1;5,05;5,05;7,42;7,42;4,00;01/04/2027;
8470006726709;672670;DOLOCATIL 1 G 40 COMP;3;1,70;5,10;7,50;2,50;4,00;01/06/2027;
8470006966433;696643;DOLOCATIL CODEINA 500MG 30COMP;1;1,70;1,70;2,50;2,50;4,00;01/07/2027;
8470009116934;911693;DOLOCATIL CODEINA 65030M 20CO;1;1,70;1,70;2,50;2,50;4,00;01/12/2027;
8470007150176;715017;DOLOSTOP 1G 10 COMP;2;1,82;3,64;7,90;3,95;4,00;01/11/2028;
8470006546581;654658;DOLOTREN 75MG SOL INYEC 6X3 ML;1;1,77;1,77;2,59;2,59;4,00;01/08/2030;
8470007006800;700680;DOLQUINE 200 MG 30 COMP;2;8,29;16,58;24,32;12,16;4,00;01/08/2028;
8470006851746;685174;DOLQUINE 200 MG 60 COM;1;16,58;16,58;24,32;24,32;4,00;01/07/2028;
8470007646105;764610;DOLQUINE 300 MG 30 COMP;1;12,44;12,44;18,25;18,25;4,00;30/09/2027;
8470009706401;970640;DOMPERIDONA GAMIR 10 MG 30CAPS;1;1,70;1,70;2,50;2,50;4,00;01/02/2030;
8470006858226;685822;DONEPEZILO NORMON 10MG 28COM;1;19,63;19,63;58,63;58,63;4,00;01/07/2028;
8470006858141;685814;DONEPEZILO NORMON 5 MG 28 COMP;1;10,90;10,90;29,32;29,32;4,00;01/11/2027;
8470007658320;765832;DONEPEZILO TECNIGEN 5MG 56COM;1;40,06;40,06;58,63;58,63;4,00;01/07/2028;
8470002162884;216288;DONNA PLUS FLORA INT INMU 14CA;1;15,70;15,70;23,95;23,95;10,00;01/11/2026;
8470001825025;182502;DONNA PLUS MULTIFLORA 15COM;1;10,94;10,94;16,95;16,95;10,00;01/07/2026;
8470001897039;189703;DONNAPLUS GINEGEL 35ML;1;9,15;9,15;13,95;13,95;21,00;01/09/2027;
8470001777980;177798;DONNAPLUS LESSURIN 60COMP;1;19,68;19,68;29,95;29,95;10,00;01/03/2027;
8470001708687;170868;DONNAPLUS+ FLORA INTIMA 14CAP;1;14,77;14,77;21,95;21,95;10,00;01/07/2027;
8470001989635;198963;DONNAPLUS+ SILVERAC 7CO VAG;1;11,13;11,13;16,95;16,95;10,00;01/10/2026;
8470006508879;650887;DORMICUM 7.5 MG 20 COMP;1;1,82;1,82;2,65;2,65;4,00;30/09/2027;
8470006870150;687015;DORMIDINA 12.5 MG 14 COMP;1;6,67;6,67;10,45;10,45;4,00;01/11/2027;
8470006870167;687016;DORMIDINA 25 MG 14 COMP;10;6,00;60,00;104,50;10,45;4,00;01/07/2027;
8470002166387;216638;DORMINATUR GUMMIES FORTE 30;1;9,96;9,96;14,95;14,95;10,00;01/03/2027;
8470006652510;665251;DORMIREL CINFA 25 MG 16 CO;1;3,72;3,72;8,55;8,55;4,00;01/10/2027;
8470008514519;851451;DORMODOR 30 MG 30 CAPS;1;2,55;2,55;3,75;3,75;4,00;01/02/2029;
8470007104025;710402;DOSTINEX 0.5MG 8 COMP;1;11,27;11,27;16,52;16,52;4,00;31/01/2027;
8470006857991;685799;DOXAZOSINA NEO CINFA 4MG28COM;1;2,43;2,43;7,27;7,27;4,00;01/06/2030;
8470006856505;685650;DOXAZOSINA NEO CINFA 8MG 28COM;1;6,33;6,33;14,55;14,55;4,00;01/03/2029;
8470006558911;655891;DOXAZOSINA NEO STADA 4MG 28COM;1;2,42;2,42;7,27;7,27;4,00;01/07/2028;
8470008712939;871293;DOXAZOSINA NORMON 2 MG 28 COM;1;1,70;1,70;3,64;3,64;4,00;01/10/2028;
8470008712854;871285;DOXAZOSINA NORMON 4 MG 28 COM;1;3,69;3,69;7,27;7,27;4,00;01/05/2028;
8470006937662;693766;DOXICICLINA NORMON 100MG14GRA;1;1,70;1,70;2,50;2,50;4,00;01/11/2028;
8470006937679;693767;DOXICICLINA NORMON 100MG21GRA;1;2,41;2,41;3,61;3,61;4,00;01/11/2027;
8470006937686;693768;DOXICICLINA NORMON 100MG42GRA;1;4,92;4,92;7,21;7,21;4,00;01/11/2028;
8470006940570;694057;DOXICLAT 100 MG 14 COMP;1;1,70;1,70;2,50;2,50;4,00;01/04/2028;
8470005866406;586640;DOXYBACTIN 200MG 10 COM;1;21,33;21,33;30,95;30,95;10,00;01/10/2027;
8470005866369;586636;DOXYBACTIN 50 MG 10 COM;2;12,33;24,66;37,90;18,95;10,00;01/12/2026;
DRASA4328;DRASA4328;DRASANVI BOTELLA MONODOSIS WHEY PROTEIN CHOCOLATE BLANCO 30GR;1;1,41;1,41;2,95;2,95;10,00;01/10/2026;
DRASA4342;DRASA4342;DRASANVI BOTELLA MONODOSIS WHEY PROTEIN DOBLE CHOCOLATE 30GR;1;1,41;1,41;2,95;2,95;10,00;01/04/2027;
DRA9420;DRA942;DRASANVI PROTEINA VEGANA SABOR BROWNIE 600 GR;1;21,05;21,05;31,95;31,95;10,00;01/04/2028;
DRA4984;DRA498;DRASANVI PROTEINA VEGANA SABOR CAPUCHINO 600 GR;2;21,03;42,06;63,90;31,95;10,00;01/11/2026;
DRA9437;DRA943;DRASANVI PROTEINA VEGANA SABOR FRAMBUESA Y NATA 600 GR;2;21,03;42,06;63,90;31,95;10,00;01/05/2028;
DRA44462;DRA44462;DRASANVI SPORT LIVE CALCIO + VIT K3 + VIT K2 90 COMPRIMIDOS;5;10,47;52,35;0,00;0,00;10,00;01/09/2027;
DRA44516;DRA44516;DRASANVI SPORT LIVE DTOX 90 COMPRIMIDOS;5;13,51;67,55;104,75;20,95;10,00;01/11/2027;
DRA18584;DRA18584;DRASANVI SPORT LIVE MAGNESIO 1 VIAL 25ML;15;1,43;21,45;44,25;2,95;10,00;01/06/2027;
DRA4038;DRA403;DRASANVI STRONG GAINER MASSIVE MUSCLE SABOR CAPUCHINO 3KG;1;48,46;48,46;72,95;72,95;10,00;01/10/2026;
DRA4007;DRA400;DRASANVI STRONG GAINER MASSIVE MUSCLE SABOR COOKIE AND CREAM 3KG;2;48,46;96,92;145,90;72,95;10,00;01/04/2027;
8470006547700;654770;DROGLICAN 200250 MG 90 CAPS;2;12,14;24,28;35,60;17,80;4,00;01/12/2028;
8470006971390;697139;DROSBELALLE DIARIO 30.02MG84C;1;30,34;30,34;45,83;45,83;4,00;01/11/2027;
8470006680667;668066;DROSURE DIARIO 3 X 28 COMP;1;34,04;34,04;49,92;49,92;4,00;01/09/2027;
8470007314400;731440;DROVELIS 314.2MG 28 COM;1;12,15;12,15;17,95;17,95;4,00;01/09/2029;
TEST5012;TEST5012;DRUGFREE TEST RAPIDO DE COCAINA DE DETECCIÓN RÁPIDA 1 UNIDAD;1;1,33;1,33;4,95;4,95;21,00;01/02/2027;
TEST5036;TEST5036;DRUGFREE TEST RAPIDO MULTIDROGAS DE DETECCIÓN RÁPIDA 1 UNIDAD;2;5,08;10,16;15,90;7,95;21,00;01/07/2027;
8470001749406;174940;DUCRAY CHAMPU ANAPHASE + 400ML;1;16,24;16,24;21,95;21,95;21,00;01/03/2028;
8470002520318;252031;DUCRAY KELUAL DS CR 40 ML;1;12,43;12,43;18,95;18,95;21,00;01/12/2027;
8470003371889;337188;DUCRAY KELUAL EMUL 50 ML;1;12,42;12,42;18,95;18,95;21,00;01/08/2027;
8470007289333;728933;DUCRESSA 1+5 MGML FRASCO 5ML;1;5,87;5,87;8,62;8,62;4,00;01/02/2028;
8470007484837;748483;DULCOLAXO BISACODILO 5MG 30COM;3;2,18;6,54;34,35;11,45;4,00;01/08/2026;
8470007056201;705620;DULOXETINA NORMON 60 MG 28 CAP;1;5,37;5,37;26,73;26,73;4,00;01/09/2028;
8470007241393;724139;DULOXETINA NORMON 60 MG 56 CAP;1;10,73;10,73;53,45;53,45;4,00;01/09/2028;
8470007127178;712717;DULSUEÑOS 25 MG 14 COMP RECUBI;2;5,19;10,37;16,92;8,46;4,00;01/11/2026;
8470000184567;018456;DUO BEXIDENT ANTICAR PAST30%GR;1;9,20;9,20;13,95;13,95;21,00;01/03/2056;
8470007006985;700698;DUODART 0.5MG0.4MG 30 CAP;2;13,73;27,46;40,30;20,15;4,00;01/05/2027;
8470007250692;725069;DUOFEMME 28 COMP REC;4;5,13;20,52;30,64;7,66;4,00;01/02/2027;
8470007038283;703828;DUOKOPT 20+5 MGML COL SOL10ML;1;16,52;16,52;24,23;24,23;4,00;01/08/2027;
8470007232971;723297;DUORESP SPIROMAX 1604.5MG120D;1;26,98;26,98;39,56;39,56;4,00;01/03/2028;
8470007485902;748590;DUPHALAC SOLU 200 ML I;1;3,65;3,65;5,45;5,45;4,00;01/10/2027;
8470006981092;698109;DUPHALAC SOLU 50 STICKS I;1;10,47;10,47;15,64;15,64;4,00;01/02/2028;
8470007485827;748582;DUPHALAC SOLU 800 ML I;1;7,39;7,39;13,25;13,25;4,00;01/09/2027;
8470006981108;698110;DUPHALAC STICK 10X15 ML I;2;2,81;5,62;8,84;4,42;4,00;01/11/2027;
8470001167330;116733;DUPLO ANTHELIOS BRUMA ROSTRO 75ML X 2;4;21,16;84,64;131,80;32,95;21,00;01/10/2026;
8470001167293;116729;DUPLO ANTHELIOS DERMO PEDRIATRICS SPRAY 50+ 200 ML X 2;2;30,14;60,28;91,90;45,95;21,00;01/12/2099;
8470001167309;116730;DUPLO ANTHELIOS SPRAY 50+ 200 ML X 2;1;30,18;30,18;45,95;45,95;21,00;01/12/2099;
EUC82846;EUC82846;DUPLO ANTITRANSPIRANTE ROLL ON;1;9,86;9,86;14,95;14,95;21,00;01/11/2026;
8470001789419;178941;DUPLO AQUILEA MAGN+POTASIO28CO;2;7,94;15,88;27,90;13,95;10,00;01/09/2027;
8470000130380;013038;DUPLO BEXIDENT DIENTES SEN 75*;1;10,25;10,25;15,95;15,95;21,00;01/03/2056;
8470001642127;164212;DUPLO CEPILLO PHB CLASSIC SUAV;1;4,10;4,10;6,95;6,95;21,00;01/09/2028;
8470001675002;167500;DUPLO CEPILLO PHB PLUS MEDIO;1;4,77;4,77;7,95;7,95;21,00;01/08/2028;
8470001674999;167499;DUPLO CEPILLO PHB PLUS SUAVE;1;6,64;6,64;9,95;9,95;21,00;01/12/2029;
FARL7777;FARL7777;DUPLO COLAGENO+MG FARLINE ACT;1;22,36;22,36;33,95;33,95;10,00;01/05/2027;
8470001730428;173042;DUPLO DUREX NATURAL PLUS 12 UN;1;10,31;10,31;15,95;15,95;4,00;Sin Fecha Cad.;
8470001576675;157667;DUPLO ERYPLAST 75GR (-40% DTO);1;13,36;13,36;19,95;19,95;21,00;01/01/2027;
EUC50432;EUC50432;DUPLO EUCERIN DEO ROLL-ON;1;11,40;11,40;16,95;16,95;21,00;01/10/2030;
8470000079023;007902;DUPLO FARLINE CR ADHESIV 2X40G;1;5,58;5,58;9,95;9,95;10,00;01/05/2028;
8470000077708;007770;DUPLO FARLINE CR MAN HIDRATANT;1;2,09;2,09;3,95;3,95;21,00;01/01/2030;
8470000077722;007772;DUPLO FARLINE CR MAN REPARADOR;1;2,78;2,78;4,95;4,95;21,00;01/10/2030;
FARL8682;FARL8682;DUPLO FRIMAR HIPERTON 2x120ML;1;8,63;8,63;14,95;14,95;21,00;01/03/2028;
FARL1872;FARL1872;DUPLO FRIMAR ISOTONICA 2X120ML;1;8,63;8,63;14,95;14,95;21,00;01/04/2028;
8470001597441;159744;DUPLO NG CR PIES ULTRAHID100ML;1;10,23;10,23;15,95;15,95;21,00;01/05/2030;
8470002108967;210896;DUPLO NG HB FACIAL CR GEL+CONT;1;14,58;14,58;22,95;22,95;21,00;01/09/2026;
8470001554123;155412;DUPLO PACK NG CORP LOC REP INT 750;1;14,77;14,77;21,95;21,95;21,00;01/02/2028;
8470002059191;205919;DUPLO PARODONTAX COMPLET PROT;1;9,31;9,31;13,95;13,95;21,00;01/04/2028;
8470001924735;192473;DUREX NATURALS INT GEL HIDR100;1;11,00;11,00;16,95;16,95;21,00;01/05/2027;
8470001924711;192471;DUREX NATURALS INTIM GEL 100ML;1;10,66;10,66;15,95;15,95;21,00;Sin Fecha Cad.;
8470003286411;328641;DUREX PLAY BASIC LUBRICANT 50;1;7,29;7,29;10,95;10,95;21,00;01/07/2027;
8470001563545;156354;DUREX PLAY LUBRICAN FRESA 50ML;1;8,72;8,72;12,95;12,95;21,00;01/02/2027;
8470001584731;158473;DUREX PLAY MASAJE ESTIMUL200ML;1;12,53;12,53;18,95;18,95;21,00;01/03/2028;
8470009736446;973644;DURVITAN 10 CAPS;1;4,69;4,69;10,62;10,62;4,00;01/11/2028;
8470007796787;779678;DUSPATALIN 135 MG 60 GRAG;1;3,53;3,53;5,20;5,20;4,00;01/08/2027;
8470000349126;034912;DUTASTERIDA 1 G META;1;67,95;67,95;0,00;0,00;21,00;01/05/2030;
8470001010957;101095;DUTASTERIDA ACOFAR 1 GRAMO;1;61,47;61,47;101,00;101,00;21,00;01/05/2029;
8470007097969;709796;DUTASTERIDA CINFA 0.5MG 30CAP;1;6,28;6,28;20,11;20,11;4,00;01/03/2029;
8470007273400;727340;DUTATAMS CINF0.50.4MG30CA FR;1;6,74;6,74;20,15;20,15;4,00;01/01/2028;
8470006937037;693703;DYMISTA 13750 MCG 120 DOSIS;1;9,13;9,13;13,64;13,64;4,00;01/11/2026;
8470007491279;749127;DYNAMOGEN 20X10 ML BEBIB;2;8,52;17,04;32,60;16,30;4,00;01/12/2029;
8470007627784;762778;EBACINA FORTE 20MG 10COM;1;3,06;3,06;9,15;9,15;4,00;01/05/2028;
8470009896249;989624;EBASTEL 10 MG 20 COMP;4;2,97;11,88;17,60;4,40;4,00;01/03/2027;
8470008354214;835421;EBASTEL FLAS 10 MG 20 LIOFIL;2;2,99;5,98;8,80;4,40;4,00;01/08/2027;
8470009158842;915884;EBASTEL FORTE 20 MG 20 COMP;1;6,13;6,13;8,79;8,79;4,00;01/09/2028;
8470008354542;835454;EBASTEL FORTE FLAS 20MG 20 LIO;1;5,99;5,99;8,79;8,79;4,00;01/04/2028;
8470006541265;654126;EBASTINA CINFA 10 MG 20 COMP;2;1,47;2,94;8,80;4,40;4,00;01/04/2028;
8470006541272;654127;EBASTINA CINFA 20 MG 20 COMP;2;2,94;5,88;17,58;8,79;4,00;01/06/2028;
8470006585115;658511;EBASTINA NORMON 10 MG 20 COM;4;1,18;4,72;17,60;4,40;4,00;01/07/2026;
8470006924662;692466;EBASTINA NORMON 10MG 20CO BUCO;1;1,18;1,18;4,40;4,40;4,00;01/10/2027;
8470006585122;658512;EBASTINA NORMON 20 MG 20 COM;1;2,35;2,35;8,79;8,79;4,00;01/12/2026;
8470006924686;692468;EBASTINA NORMON 20MG 20CO BUCO;2;2,35;4,70;17,58;8,79;4,00;01/12/2027;
8470007091561;709156;EBYMECT 5MG1000MG 56 COMP;1;34,00;34,00;49,83;49,83;4,00;01/07/2028;
8470007091554;709155;EBYMECT 5MG850MG 56 COMP;1;33,97;33,97;49,83;49,83;4,00;01/08/2028;
8470007283331;728333;ECBIRIO 0.3ML + 5 ML COLIRIO;1;5,49;5,49;8,21;8,21;4,00;01/12/2026;
8470001872739;187273;ECTODOL GEL LIMP PARPADOS 15ML;1;11,29;11,29;16,95;16,95;21,00;01/03/2027;
8470002118959;211895;ECTODOL RETARD MONODO 30x0.4ML;1;13,70;13,70;19,95;19,95;10,00;01/04/2028;
8470007234241;723424;EDELSINE 0.250.035 MG 21COMP;1;2,30;2,30;3,36;3,36;4,00;01/02/2027;
8470007492672;749267;EDEMOX 250 MG 20 COMP;2;1,35;2,70;3,96;1,98;4,00;01/09/2030;
8470002024274;202427;EDENIGHT PDA TUBO 5 G;1;13,20;13,20;18,95;18,95;10,00;01/09/2026;
8470007091530;709153;EDISTRIDE 10 MG 28 COMP;1;31,38;31,38;46,02;46,02;4,00;30/09/2028;
8470001533456;153345;EFFACLAR A.Z. GEL-CREMA 40 ML;3;25,00;75,00;110,85;36,95;21,00;01/11/2027;
8470001802637;180263;EFFACLAR AGUA MICELAR 400 ML;2;12,53;25,06;37,90;18,95;21,00;01/12/2026;
8470003303811;330381;EFFACLAR AI 15 ML;1;10,35;10,35;15,95;15,95;21,00;01/06/2028;
8470001526892;152689;EFFACLAR DUO TTO CORRECT 40ML;2;13,54;27,08;41,90;20,95;21,00;01/03/2028;
8470001547545;154754;EFFACLAR GEL LIMPIADOR 400 ML;1;16,21;16,21;24,95;24,95;21,00;01/10/2028;
8470003675819;367581;EFFACLAR GEL PURIFICANTE 200ML;1;11,02;11,02;16,95;16,95;21,00;01/03/2027;
8470003141932;314193;EFFACLAR H CR 40 ML;2;13,75;27,50;39,90;19,95;21,00;01/04/2028;
8470003085489;308548;EFFACLAR ISOBIOME CR LIMP 390;2;16,79;33,58;49,90;24,95;21,00;01/07/2026;
8470003306546;330654;EFFACLAR M CR 40 ML;1;14,80;14,80;21,95;21,95;21,00;01/12/2027;
8470001622006;162200;EFFACLAR SERUM ULTRA CONCENT30;3;27,82;83,46;125,85;41,95;21,00;01/09/2026;
8470009335649;933564;EFFERALDOL 500 MG 20 COMP EFER;1;3,40;3,40;5,00;5,00;4,00;01/03/2028;
8470007214397;721439;EFFERALDOL FLAS CTAB 500MG;1;3,34;3,34;5,00;5,00;4,00;01/05/2028;
8470009334161;933416;EFFERALGAN 1 G 20 COMP EFERV;2;1,67;3,34;5,00;2,50;4,00;30/09/2028;
8470006615317;661531;EFFICIB 50MG1000MG 56 COMP;1;18,62;18,62;27,32;27,32;4,00;01/06/2027;
8470006616154;661615;EKISTOL 100 MG 56 COMP;1;14,31;14,31;20,98;20,98;4,00;01/11/2028;
8470006930946;693094;EKLIRA GENUAIR 322MCG 60 DOSIS;1;32,46;32,46;47,61;47,61;4,00;01/02/2028;
8470007073338;707333;EKZEM 250 MCGML 30 AMP;1;5,23;5,23;7,81;7,81;4,00;01/10/2027;
8470007236030;723603;ELEBRATO ELLIPTA 925522 30DO;1;51,72;51,72;72,59;72,59;4,00;01/10/2026;
8470002155817;215581;ELECTROLIT BEBIDA AROMATIZADA ELECTROLITICA 1 ENVASE 625 ml SABOR FRESA-KIWI;2;2,22;4,44;9,90;4,95;21,00;01/03/2027;
8470002155787;215578;ELECTROLIT BEBIDA AROMATIZADA ELECTROLITICA 1 ENVASE 625 ml SABOR UVA;3;2,78;8,34;14,85;4,95;21,00;01/03/2027;
8470008474837;847483;ELIDEL 1% CR 30 G;1;23,30;23,30;34,19;34,19;4,00;01/06/2027;
8470008474912;847491;ELIDEL 1% CR 60 G;1;46,62;46,62;68,38;68,38;4,00;01/09/2026;
8470006548042;654804;ELIQUIS 2.5 MG 60 COM;1;55,87;55,87;81,96;81,96;4,00;01/08/2027;
8470006948408;694840;ELIQUIS 5 MG 60 COMP;1;55,87;55,87;81,96;81,96;4,00;01/04/2028;
8470006546512;654651;ELIXIFILIN SOLU 250 ML;1;1,70;1,70;2,50;2,50;4,00;01/06/2028;
8470007978947;797894;ELOCOM 1 MG CR 30 G;1;1,70;1,70;2,50;2,50;4,00;01/09/2027;
8470007979777;797977;ELOCOM 1 MG PDA 30 G;1;1,59;1,59;2,50;2,50;4,00;01/09/2028;
8470006927199;692719;ELOCOM CR TUBO 50 GR 0.1%;1;2,83;2,83;4,15;4,15;4,00;01/09/2027;
8470006966365;696636;ELOCOM POMADA 1 MGG 50G;1;2,53;2,53;4,15;4,15;4,00;01/09/2028;
8470006587607;658760;ELONTRIL 150 MG 30 COMP;2;8,69;17,38;26,00;13,00;4,00;01/03/2027;
8470006587614;658761;ELONTRIL 300 MG 30 COMP;1;17,72;17,72;26,01;26,01;4,00;01/07/2027;
8470006657737;665773;ELONVA 150 MCG 1 JGA 0.5 ML;1;446,92;446,92;509,51;509,51;4,00;01/11/2027;
8470006983713;698371;ELVANSE 30 MG 30 CAP;1;56,59;56,59;83,00;83,00;4,00;01/02/2028;
8470006983720;698372;ELVANSE 50 MG 30 CAP;1;59,29;59,29;83,00;83,00;4,00;01/04/2028;
8470007186854;718685;ELVANSE ADULTOS 30 MG 30 CAPS;1;56,59;56,59;83,00;83,00;4,00;01/10/2027;
8470007186878;718687;ELVANSE ADULTOS 50 MG 30 CAPS;1;59,29;59,29;83,00;83,00;4,00;01/01/2028;
8470008697502;869750;EMCONCOR COR 5 MG 28 COMP;2;1,61;3,22;5,00;2,50;4,00;01/04/2030;
