Codigo_Nacional;Nombre;TIPO;ATC;LABORATORIO;PVP_CIMA
ALLTEST3;TEST FLUIDO ORAL TIPO (LOLLIPOP) ANTIGENOS AUTODIAGNOSTICO SARS-COV-2 ALLTEST (ALEU MEDICAL) 1 UNIDAD;PARAFARMACIA;"";"";""
ALMI6898;ALMANATUR MELOCOTON 20 SOBRES;PARAFARMACIA;"";"";""
ALMI6904;ALMANATUR MENTA 40 COMP;PARAFARMACIA;"";"";""
APOS5159;APOSAN GEL HIDROALC AH 50ML;PARAFARMACIA;"";"";""
APOS8200;APOSAN BASTON PLEGABLE ALASKA;PARAFARMACIA;"";"";""
APOS8553;APOSAN ESENCIA LAVANDA 10ML;PARAFARMACIA;"";"";""
BASTPL01;MULETILLA BASTON PLEGABLE GARCIA 1 UNIDAD;PARAFARMACIA;"";"";""
BAY10755;BEPANTHOL DUPLO TATTOO CREMA SOLAR PROTECTORA SPF 50+ 2x50ml;PARAFARMACIA;"";"";""
BAYER286;SUPRADYN MEMORY +50 90 COM;PARAFARMACIA;"";"";""
BAYER930;SERESTO COLLAR PERRO < 8 KG;PARAFARMACIA;"";"";""
BETR7000;GEL DE BA´┐¢O BETRES ON CEREZA 750ML + 250ML 1 UD;PARAFARMACIA;"";"";""
BETR7001;GEL DE BA´┐¢O BETRES ON MARACUYA 750ML + 250ML 1 UD;PARAFARMACIA;"";"";""
BETR7002;GEL DE BA´┐¢O BETRES ON MEL´┐¢N 750ML + 250ML 1 UD;PARAFARMACIA;"";"";""
BETR8000;MIKADO BETRES AMBIENTADOR DECORATIVO BERGAMOTA & JAZMIN 1 UD;PARAFARMACIA;"";"";""
BETR8002;MIKADO BETRES AMBIENTADOR DECORATIVO VAINILLA & VIOLETA 1 UD;PARAFARMACIA;"";"";""
BETR8003;MIKADO BETRES AMBIENTADOR DECORATIVO MUSK Y FLOR DE MELOCOTON 1 UD;PARAFARMACIA;"";"";""
BETR9900;JABON DE MANOS BETRES ON DULCE DE MANZANA 500ML;PARAFARMACIA;"";"";""
BETR9901;JABON DE MANOS BETRES ON DULCE DE FRESA Y NATA 500ML;PARAFARMACIA;"";"";""
BETR9902;JABON DE MANOS BETRES ON DULCE DE ALGODON Y TALCO 500 ML;PARAFARMACIA;"";"";""
BEUR6871;ELECTROEST RODILLA CODO EM-29;PARAFARMACIA;"";"";""
BIDA8029;SOLGAR L CARNITINA 1500MG473ML;PARAFARMACIA;"";"";""
BIOIB379;PROENTERIC TRIPLEX 15ML VET;PARAFARMACIA;"";"";""
CANT5207;STANGEST CHAMPU PELO BLANCO 250ml;PARAFARMACIA;"";"";""
CESTAB;CESACION TABAQUICA MEDICION CO;PARAFARMACIA;"";"";""
COLAGEN9013;COLAGEN PREMIUM TEQUIAL 30 SOBRES;PARAFARMACIA;"";"";""
COLFEM01;COLONIA AGUA DE ROSAS DE ADOLFO DOMINGUEZ 100ML;PARAFARMACIA;"";"";""
COLFEM05;COLONIA TE VERDE BULGARY 100ML;PARAFARMACIA;"";"";""
COLFEM24;COLONIA AIRE DE LOEWE 100ML;PARAFARMACIA;"";"";""
COLFEM45;COLONIA ARMANI MUJER 100ML;PARAFARMACIA;"";"";""
COLFEM64;COLONIA GOOD GIRL 100ML;PARAFARMACIA;"";"";""
COLMAS11;COLONIA ARMANI HOMBRE 100ML;PARAFARMACIA;"";"";""
COLMAS24;COLONIA ATTITUDE DE ARMANI 100ML;PARAFARMACIA;"";"";""
COLMAS25;COLONIA 7 DE LOEWE 100ML;PARAFARMACIA;"";"";""
COVID004;MASCARILLA FFP3 BLANCA 5 UNIDADES;PARAFARMACIA;"";"";""
COVID005;MASCARILLA FFP3 BLANCA 10 UNIDADES;PARAFARMACIA;"";"";""
COVID238;MASCARILLA QUIRURGICA NEGRA 1 UD;PARAFARMACIA;"";"";""
COVID247;MASCARILLA QUIRURGICA INFANTIL PACK 10 U;PARAFARMACIA;"";"";""
COVID429;SALVAOREJAS BOLSA 96 UD;PARAFARMACIA;"";"";""
COVID665;MASCARILLA FFP2 BLANCAS PACK 50UDS;PARAFARMACIA;"";"";""
CUM77707;CUMLAUDE LAB: LUBRIPIU HIGIENE INTIMA SEQUEDAD OLEO LECHE 100ML;PARAFARMACIA;"";"";""
CUMLA004;CUMLAUDE LAB: PACK INTIMCARE RUTINA SALUD SEXUAL;PARAFARMACIA;"";"";""
DAF002;DAFORTE GEL ORAL 20 ML;PARAFARMACIA;"";"";""
DISM9348;STITCH ESTUCHE INFANTIL VASO+PASTA DE DIENTES+ CEPILLO;PARAFARMACIA;"";"";""
DISM9349;MINNIE ESTUCHE INFANTIL VASO+PASTA DE DIENTES+ CEPILLO;PARAFARMACIA;"";"";""
DISM9350;MICKEY ESTUCHE INFANTIL VASO+PASTA DE DIENTES+ CEPILLO;PARAFARMACIA;"";"";""
DISM9351;STUMBLE GUYS ESTUCHE INFANTIL VASO+PASTA DE DIENTES+ CEPILLO;PARAFARMACIA;"";"";""
DRA04588;DRASANVI SPORT LIVE CREATINA MONOHIDRATO 200 MESH 1200MG;PARAFARMACIA;"";"";""
DRA498;DRASANVI PROTEINA VEGANA SABOR CAPUCHINO 600 GR;PARAFARMACIA;"";"";""
DRA942;DRASANVI PROTEINA VEGANA SABOR BROWNIE 600 GR;PARAFARMACIA;"";"";""
DRASA4366;DRASANVI BOTELLA MONODOSIS WHEY PROTEIN VAINILLA 30GR;PARAFARMACIA;"";"";""
DRASA4373;DRASANVI BOTELLA MONODOSIS WHEY PROTEIN YOGUR FRESA 30GR;PARAFARMACIA;"";"";""
DRASA4445;DRASANVI COPOS DE AVENA FINOS INTEGRALES BIO 500GR;PARAFARMACIA;"";"";""
DUABE012;PENDIENTES DUA BELA TIPO C MODELO 5 ARO MARIA PLATA 1 PAR;PARAFARMACIA;"";"";""
DUABE017;PENDIENTES DUA BELA TIPO PHARMA MODELO 5 CIRCLE 1 PAR;PARAFARMACIA;"";"";""
ERGY6596;ERGYFEM BIENESTAR 60 CAPSULAS;PARAFARMACIA;"";"";""
ERGY8020;ERGYCOL BALANCE 60 CAPSULAS;PARAFARMACIA;"";"";""
EUC595;EUCERIN GEL 400 ML PRECIO ESP;PARAFARMACIA;"";"";""
FARL0016;APOSAN PA´┐¢UELOS LOCION 10X10;PARAFARMACIA;"";"";""
FARL0018;FARLINE PARCHE CALOR CERV 2 U;PARAFARMACIA;"";"";""
FARL0261;FARLINE MALETA BEBE CARRITO;PARAFARMACIA;"";"";""
FARL0427;REPUESTO IRRIGAD DENTA FARLINE;PARAFARMACIA;"";"";""
FARL1242;FARLINE EXPO LIMA CRISTAL 12U;PARAFARMACIA;"";"";""
FARL1527;FARLINE FLUID PED SPF50+ 50ML;PARAFARMACIA;"";"";""
FARL2845;APOSAN MASC QUIRUR IIR AZ 10U;PARAFARMACIA;"";"";""
FARL3797;FARLINE PALO QUITACUTICULAS AZ;PARAFARMACIA;"";"";""
FARL4380;FARLINE BEBE NEC VIAJES ROSA 1 UNIDAD;PARAFARMACIA;"";"";""
FARL4382;APOSAN CALENTITO JIRAFA 24;PARAFARMACIA;"";"";""
FARL4397;FARLINE BEBE NECESER VIAJE;PARAFARMACIA;"";"";""
FARL4446;APOSAN CALENTITOS ELEFANTE;PARAFARMACIA;"";"";""
FARL4795;FARLINE PACK ANTICAIDA LOCION + COMP;PARAFARMACIA;"";"";""
FARL5478;FARLINE TRI-PACK TOALLITAS BEBEl;PARAFARMACIA;"";"";""
FARL5719;FARLINE PASTA ANTIPLACA 30 ML;PARAFARMACIA;"";"";""
FARL5803;FARLINE FLUIDO LABIAL REP 10 ML;PARAFARMACIA;"";"";""
FARL6372;FARLINE DUPLO COLAG+MG CACAO;PARAFARMACIA;"";"";""
FARL8675;SWEETSIN PIRULETA SA 200U;PARAFARMACIA;"";"";""
FARL8952;FARLINE LOC HIDRAT BEBE 100ML;PARAFARMACIA;"";"";""
FARL9548;DUPLO FISIOACTIV CANNABIDIOLz;PARAFARMACIA;"";"";""
FARL9675;FARLINE DUPL PASTA KIDS 2X75ML;PARAFARMACIA;"";"";""
FARMAL978;PLANTILLA ALINEACI´┐¢N POSTU TP;PARAFARMACIA;"";"";""
GFSOLNI1;GAFA SOL NI´┐¢O/NI´┐¢A;PARAFARMACIA;"";"";""
HAL00264;PACK HALLEY REPEL+PICBALS;PARAFARMACIA;"";"";""
IUPH0039;IUVER MINE MLTNN SERUM PIEL SECA PERSONALIZABLE 44ML 1 UNIDAD;PARAFARMACIA;"";"";""
IUPH0051;IUVER MINE ACTIVE PRO S-5/5 SOLUCION PIIELES SENSIBLES 2ml 1 UNIDAD;PARAFARMACIA;"";"";""
IUPH0085;IUVER CONTORNO DE OJOS 20ml;PARAFARMACIA;"";"";""
KE805775;ARTICARE PLUS KEEP GOING 120 CAPS;PARAFARMACIA;"";"";""
KLEO0001;KLEO CONTORNO MULTIPEPTIDE 360 15ML 1 UD;PARAFARMACIA;"";"";""
LAMB0001;BETAINA LAMBERTS HCI 324MG./PEPSINA 5MG. 180 COMP;PARAFARMACIA;"";"";""
LARO1032;PACK LA ROCHE POSAY SERUM RETINOL B3 30 ML + MINI SERUM OJOS HYALU B5 + MINI PURE VITAMIN C 10 ML;PARAFARMACIA;"";"";""
LARO1477;PACK SERUM EFFACLAR ULTRA 30 ML + MINI SERUM OJOS HYALU B5 + MINI MELA B3 SERUM;PARAFARMACIA;"";"";""
LEOTR093;LEOTRON VIT C 36+18 COMP;PARAFARMACIA;"";"";""
LIDA0014;JABON 100% NATURAL LIDA 3X125GRS;PARAFARMACIA;"";"";""
LIPIK219;LIPIKAR DUPLO LECHE CORPORAL 2x750ML;PARAFARMACIA;"";"";""
LIPIK251;LIPIKAR PACK HUILE LAVANTE AP+ 1 BOTE 2x1000 ml CON DOSIFICADOR;PARAFARMACIA;"";"";""
LIPIK8014;LIPIKAR BAUME AP+ 400ML + LIPIKAR HUILE LAVANTE AP+ 100ML GRATIS LA ROCHE POSAY;PARAFARMACIA;"";"";""
LIPIK8618;LIPIKAR DUPLO GEL LAVANT 1L 2UD -50% LA ROCHE POSAY;PARAFARMACIA;"";"";""
ME801972;GAFA VISTA CANSADA MONTA´┐¢A EYEWEAR 82 +1.00;PARAFARMACIA;"";"";""
MIREB9114;MI REBOTICA CHAMPU SOLIDO CABELLO GRASO CON EXTRACTO DE CEBOLLA 65Gr;PARAFARMACIA;"";"";""
NUT24981;VECTI SEREN 60CAP;PARAFARMACIA;"";"";""
NUT32092;ERGY D 15ML;PARAFARMACIA;"";"";""
NUT33281;ERGYPHILUS BEBE 10ML;PARAFARMACIA;"";"";""
NUT69885;VECTIDORM GABA 60 CAPSULAS;PARAFARMACIA;"";"";""
NUT737;ERGYLASE PLUS 40 CAPSULAS NUTERGIA;PARAFARMACIA;"";"";""
NUT87656;ERGYCRANBERRYL 250 ML NUTERGIA;PARAFARMACIA;"";"";""
NUT90398;ERGY D PLUS 15ML;PARAFARMACIA;"";"";""
OLISTWN3;OLISTIC WOMEN NEXT 28 DOSIS 25ML;PARAFARMACIA;"";"";""
OLISTWN4;OLISTIC WOMEN NEXT 3x28 DOSIS 25ML;PARAFARMACIA;"";"";""
PHARM040;VETGASTRIL PLUS 50ML;PARAFARMACIA;"";"";""
PHDIE068;HEPATOSIL PLUS RAZAS PEQ 60COM;PARAFARMACIA;"";"";""
PHDIE069;HEPATOSIL PLUS RAZAS PEQ 30COM;PARAFARMACIA;"";"";""
PRANA5162;PRANA BB BALS PECTORAL 40 ML;PARAFARMACIA;"";"";""
REST0729;RESTOMYL GEL 30ML;PARAFARMACIA;"";"";""
SALVI922;SALUD VIVA PSYLLIUM POLVO 200 G;PARAFARMACIA;"";"";""
SOTYA565;SOTYA L-CARNITINA 600MG 90 CAPS;PARAFARMACIA;"";"";""
SO´┐¢O2534;SO´┐¢ODINA ADVANCE 90 + 30 COMP;PARAFARMACIA;"";"";""
TEZPHA01;TEST TEZARO PHARMA FERTILIDAD MASCULINA SP-10 EN ESPERMA DETECCI´┐¢N RAPIDA 1 PRUEBA;PARAFARMACIA;"";"";""
TEZPHA02;TEST TEZARO PHARMA HELICOBACER PYLORI (H. PYLORI) EN HECES 1 PRUEBA;PARAFARMACIA;"";"";""
TEZPHA03;TEST TEZARO PHARMA TSH (HORMONA ESTIMULANTE DE LA TIROIDES) DETECCI´┐¢N RAPIDA 1 PRUEBA;PARAFARMACIA;"";"";""
TEZPHA06;TEST TEZARO PHARMA PH VAGINAL (INFECCION VAGINAL) 1 PRUEBA;PARAFARMACIA;"";"";""
TEZPHA26;TEST TEZARO PHARMA ALLTEST DE VITAMINA D EN SANGRE DE DETECCION RAPIDA DE 25-OH VITAMINA D 1 PRUEBA;PARAFARMACIA;"";"";""
TEZPHA27;TEST TEZARO PHARMA DE INFECCI´┐¢N URINARIA ITU DE DETECCI´┐¢N R´┐¢PIDA EN ORINA 2 PRUEBAS;PARAFARMACIA;"";"";""
TH0000;TH-VITALIA ECO COLOR TINTE N´┐¢4;PARAFARMACIA;"";"";""
TH003840;TH PHARMA ESPUMA CURLY CARE DE FIJACION REVITALIZADORA DE RIZOS 200ML;PARAFARMACIA;"";"";""
TH003956;TH PHARMA CHAMPU PROVITAMINA B5 EFECTO ANTI-FRIZZ CABELLOS SECOS 1000ML;PARAFARMACIA;"";"";""
TH003970;TH PHARMA CHAMPU PROVITAMINA B5 EFECTO ANTI-FRIZZ CABELLOS TE´┐¢IDOS Y MECHAS 1000ML;PARAFARMACIA;"";"";""
TH003987;TH PHARMA MASCARILLA PROVITAMINA B5 CABELLOS TE´┐¢IDOS Y MECHAS ANTI-FRIZZ 700ML;PARAFARMACIA;"";"";""
TH003994;TH PHARMA CHAMPU PROVITAMINA B5 EFECTO ANTI-FRIZZ CABELLOS FINOS 1000ML;PARAFARMACIA;"";"";""
TH056570;TH PHARMA CHAMPU LECHE DE AVENA Y JALEA REAL 1L;PARAFARMACIA;"";"";""
TH062731;TH PHARMA GEL CORPORAL ZERO 0% AVENA Y GERMEN DE TRIGO;PARAFARMACIA;"";"";""
TH072198;TH PHARMA GEL CORPORAL ZERO 0% ACEITE DE SOJA;PARAFARMACIA;"";"";""
TH075571;TH PHARMA GEL CORPORAL ZERO 0% ALOE VERA;PARAFARMACIA;"";"";""
TH089943;TH NATURE ACEITE DE ARBOL DE TE 10ML;PARAFARMACIA;"";"";""
TH094664;TH PHARMA CHAMPU EXTRACTO DE AJO NEGRO 1L;PARAFARMACIA;"";"";""
TH2263;TINTE TH PHARMA VITALIA COLOR ECO N´┐¢3 CASTA´┐¢O OSCURO;PARAFARMACIA;"";"";""
TH569854;TH PHARMA CHAMPU REDUCTOR DE CANAS GRADUAL 60ML;PARAFARMACIA;"";"";""
THERMA145;THERMACARE ADAPTABLE 3 UDS;PARAFARMACIA;"";"";""
TROUSS06;TROUSS LABIAL LIQUIDO 06 NUDE 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS14;TROUSS MASCARA PESTA´┐¢AS XXL 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS15;TROUSS CORRECTOR SOFT BEIGE 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS19;TROUSS BASE MAQUILLAJE SPF30 NUDE PEACH 02 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS25;TROUSS BASE LAPIZ CEJAS 02 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS28;TROUSS LAPIZ SOMBRA OJOS 02 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS29;TROUSS LAPIZ SOMBRA OJOS 03 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS31;TROUSS LAPIZ SOMBRA OJOS 05 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS32;TROUSS LAPIZ SOMBRA OJOS 06 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS33;TROUSS PERFILADOR LABIAL 01 NUDE 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS35;TROUSS PERFILADOR LABIAL 03 MAUVE 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS36;TROUSS PERFILADOR LABIAL 04 PEACH ROSE 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS47;TROUSS PERFILADOR LABIAL 47 BORDEAUX 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS48;TROUSS PERFILADOR LABIAL 48 MATITA LABBRA NUDE 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS50;TROUSS BALSAMO LABIAL NUDE SPF 20 1 UNIDAD;PARAFARMACIA;"";"";""
TROUSS51;TROUSS BALSAMO LABIAL NATURAL SPF 20 1 UNIDAD;PARAFARMACIA;"";"";""
URA731648;XMILE FORTE GEL DENTIFRICO;PARAFARMACIA;"";"";""
VACAS0;KIT PERSONALIZADO VACACIONES;PARAFARMACIA;"";"";""
VETI5004;VETILEA GASTRO GEL 50 ML;PARAFARMACIA;"";"";""
VETI5021;VETILEA CALMADAPT GEL 50ML;PARAFARMACIA;"";"";""
VETI6597;VETILEA SEPTOSTIL HIDROGEL GOTAS OCULARES 10 ML;PARAFARMACIA;"";"";""
VETI6998;VETILEA SICCOSTIL PROTECT GOTAS OCULARES 10 ML;PARAFARMACIA;"";"";""
VIRB6600;PYODERM CHAMPU 250 ML;PARAFARMACIA;"";"";""
