Codigo_Nacional;Nombre;TIPO;ATC;LABORATORIO;PVP_CIMA
171325;XAILIN NIGHT (XILIN) 5 GR;PARAFARMACIA;"";"";""
171386;AQUILEA SUE´┐¢O 1.95MG 30 COMP;PARAFARMACIA;"";"";""
171683;BEROCCA PERFORMANCE 30COM NARA;PARAFARMACIA;"";"";""
171756;INTIMINA COPA MENS COMPACT TA;PARAFARMACIA;"";"";""
171908;ARNIDOL PIC ROLL ON 30 ML;PARAFARMACIA;"";"";""
172129;ENSURE NUTRIVIGOR CHOCO4X220ML;PARAFARMACIA;"";"";""
172374;COLUT SIN ALCOH FARLINE 500ML;PARAFARMACIA;"";"";""
172419;SOL SALINA ARISTO 30 MONO 5 ML;PARAFARMACIA;"";"";""
172564;N+S FLORABIOTIC INSTANT 8 SOBR;PARAFARMACIA;"";"";""
172628;MAGNESIUM6 60COMP;PARAFARMACIA;"";"";""
172675;FLEBINEC 14 SOBRES 4 g;PARAFARMACIA;"";"";""
172693;PHB REC CEP ELEC JUNIOR 2 UN;PARAFARMACIA;"";"";""
172905;BIRETIX MICROPEEL 50ML;PARAFARMACIA;"";"";""
173337;VENOK 30 CAPSULAS;PARAFARMACIA;"";"";""
173346;BIBERON SUAVIN PREMIUM SIL 360;PARAFARMACIA;"";"";""
173394;RICOLA EUCALIP SAZ 70GR BOLSA;PARAFARMACIA;"";"";""
173404;RICOLA M MONTA´┐¢A SAZ 50GR CAR;PARAFARMACIA;"";"";""
173423;OPTREX COLIR AGUA HAMAMELIS 10;PARAFARMACIA;"";"";""
173568;COMPRESA EVAX LIBER SUP ALAS10;PARAFARMACIA;"";"";""
173957;NOVUM INTEL MED LARG T5 ANTRAC;PARAFARMACIA;"";"";""
174111;NEUTROGE CORP ELAS INT 400ML;PARAFARMACIA;"";"";""
174439;MELATONINA FARLINE COMP 60comp;PARAFARMACIA;"";"";""
174472;PAIDATOPIC SYNDET 400 ML;PARAFARMACIA;"";"";""
174941;DUPLO K-Y GEL LUBRICANTE 75 ML;PARAFARMACIA;"";"";""
175240;SABANINDAS 60X90 20 UN MAXI;PARAFARMACIA;"";"";""
175426;FUCA COLON CLEAN 30 COMPRIMIDOS;PARAFARMACIA;"";"";""
175710;LAMBDAPIL ANTICAIDA CHAMPU 400;PARAFARMACIA;"";"";""
175899;CETAPHIL CR HIDRAT 453 G;PARAFARMACIA;"";"";""
176067;MEDIA FARM NOR LAR BLON CAMELG;PARAFARMACIA;"";"";""
176126;COLIMIL BABY 30ML;PARAFARMACIA;"";"";""
176921;ISDINCEUTICS FLAVO-C ULTRA 30U;PARAFARMACIA;"";"";""
177156;FARLINE CONTORNO COLAG 15 ML;PARAFARMACIA;"";"";""
177279;PANTY FARMALASTIC NORM NE MD;PARAFARMACIA;"";"";""
177371;FARLINE AC ROSA MOSQUETA 30 ML;PARAFARMACIA;"";"";""
177486;ANA L J COLAGEN MAGN POL 350GR;PARAFARMACIA;"";"";""
177625;UNIGEL AUROVIT PROCTO 5 SUP;PARAFARMACIA;"";"";""
177653;NS VITANS COLAGENO 30 SOBRES;PARAFARMACIA;"";"";""
177699;ODM5 ANTIEDEMA CORNEAL FRA10ML;PARAFARMACIA;"";"";""
177748;VIGORIX 90 CAPS;PARAFARMACIA;"";"";""
177798;DONNAPLUS LESSURIN 60COMP;PARAFARMACIA;"";"";""
177871;ESTILA 60 TOALLITAS;PARAFARMACIA;"";"";""
178077;HYLO FRESH COLIRIO 10 ML;PARAFARMACIA;"";"";""
178176;LEVEDOL 60 CAPS;PARAFARMACIA;"";"";""
178182;LETI SR PROBIOCLEAN MICELAR200;PARAFARMACIA;"";"";""
178284;COLNATUR FISIO CREMA MASAJE DEPOR 250 ML;PARAFARMACIA;"";"";""
178410;CHUPETE SUAVIN FUSION SIL-2 4M;PARAFARMACIA;"";"";""
178688;FARLINE GEL DE BA´┐¢O SPA 750 ML;PARAFARMACIA;"";"";""
178699;BLEMIL PLUS PREMATUROS 400 G;PARAFARMACIA;"";"";""
178775;CAMALEON MAGIC COLOUR VERDE;PARAFARMACIA;"";"";""
178804;TAMPAX COMPAK PEARL REGULAR16;PARAFARMACIA;"";"";""
178834;GOIBI ANTIMOSQUITO PEDIAT;PARAFARMACIA;"";"";""
178859;PALOMACARE GEL VULVAR 30 ML;PARAFARMACIA;"";"";""
178867;SOLUCION UNICA FARLINE OP2*360;PARAFARMACIA;"";"";""
179063;AQUILEA SUE´┐¢O EXPRESS 12 ML;PARAFARMACIA;"";"";""
179177;TAMPAX COMPAK SUPERPLUS 26;PARAFARMACIA;"";"";""
179194;REC VITIS SONIC S1020 MEDIUM;PARAFARMACIA;"";"";""
179321;RESPIMAR LIMPIEZAHIDRAT 120ML;PARAFARMACIA;"";"";""
179340;BEXIDENT BLANQUEANT COLUTOR500;PARAFARMACIA;"";"";""
179397;FERTYBIOTIC HOMBRE 60 CAPS;PARAFARMACIA;"";"";""
179398;FERTYBIOTIC EMBARAZO 30 CAPS;PARAFARMACIA;"";"";""
179696;VEA LIPO3 50 ML;PARAFARMACIA;"";"";""
179698;ALMITAL NEO CREMA 100 ML;PARAFARMACIA;"";"";""
179928;JERINGA SIN AGUJA 3 PIEZAS ESTERIL ACOFAR 1 UNIDAD 50 ml;PARAFARMACIA;"";"";""
180046;MELAGYN 10 OVULOS VAGINALES;PARAFARMACIA;"";"";""
180047;MELAGYN SOLUC VAGINAL 100 ML;PARAFARMACIA;"";"";""
180124;LIMA ELECTRICA ANTIDUREZAS DR LINE RECAMBIOS 2 UNIDADES;PARAFARMACIA;"";"";""
180177;CAMALEON BASIC COLOUR TERRA;PARAFARMACIA;"";"";""
180178;CAMALEON BASIC COLOUR BERENJEN;PARAFARMACIA;"";"";""
180832;NUTRIBEN INNOVA 2 800G;PARAFARMACIA;"";"";""
181084;NG HB FACIAL LI GEL AGUA 200ML;PARAFARMACIA;"";"";""
181176;AQUILEA DIGESTIVO 30 COMP;PARAFARMACIA;"";"";""
181422;PROFIL DUREX DAMEPLACER EASY12;PARAFARMACIA;"";"";""
181544;FARLINE LOC HIDRATANTE 500 ML;PARAFARMACIA;"";"";""
181621;KLORANE EXTRASUAVE CON COLOR CHAMPU SECO 2 ENVASES 150 ml PACK DUO;PARAFARMACIA;"";"";""
181625;KLORANE CHAMPU SECO EXTRASUAVE AL EXTRACTO DE AVENA 2 ENVASES 150 ml PACK DUO;PARAFARMACIA;"";"";""
181851;NASOFAES TRIPLE ACCION 30 ML;PARAFARMACIA;"";"";""
181943;SEIDIGYN HIDRATANTE VAGINAL30G;PARAFARMACIA;"";"";""
181991;ARKOVITAL PURA ENERGIA 30 COMP;PARAFARMACIA;"";"";""
182149;ARKOCAPSULAS GUARANA 40 CAPS;PARAFARMACIA;"";"";""
182247;ANTHELIOS WET SKIN 50+ 200 ML;PARAFARMACIA;"";"";""
182258;SET DE CUBIERTOS INFANTILES SUAVINEX ESTUCHE NI´┐¢O;PARAFARMACIA;"";"";""
182295;NUTRIBEN POLLO CON VERDURAS 1 POTITO GRANDOTE 250 g;PARAFARMACIA;"";"";""
182330;REPELENTE FAMILIAR APOSAN 100;PARAFARMACIA;"";"";""
182332;REPELENTE INFANTIL APOSAN 100;PARAFARMACIA;"";"";""
182387;DEXERYL SHOWER 200 ML;PARAFARMACIA;"";"";""
182502;DONNA PLUS MULTIFLORA 15COM;PARAFARMACIA;"";"";""
182503;FARICRON 30 COMPRIMIDOS;PARAFARMACIA;"";"";""
182511;FITTYDENT ALMOHADILL INFER 15U;PARAFARMACIA;"";"";""
182513;FITTYDENT SUPER ADHESIVO 40 ML;PARAFARMACIA;"";"";""
182514;FITTYDENT SUPER ADHES 20 GR;PARAFARMACIA;"";"";""
182553;SOMBRA DE OJOS BETER 1 UNIDAD COLOR 03 SHINY BRUNETTE;PARAFARMACIA;"";"";""
182575;BROCHA GRUESA TODO TIPO MAQUILLAJE PELO SINTETICO BETER 1 UNIDAD;PARAFARMACIA;"";"";""
182757;BEXIDENT AFTAS COLUTORIO 120ML;PARAFARMACIA;"";"";""
182953;HEPADIF SOL 150 ML;PARAFARMACIA;"";"";""
182987;NATURAL OMEGA3 1 ENVASE 200 ml;PARAFARMACIA;"";"";""
183119;ARKOCAPSULAS HINOJO 45 CAPS;PARAFARMACIA;"";"";""
183151;PHARMASOR RUSCIMEL 30 CAPS;PARAFARMACIA;"";"";""
183162;ENNA CYCLE CAPLIC TALLA S;PARAFARMACIA;"";"";""
183219;COMPLIDERMOL 5A PLUS 60 CAPS;PARAFARMACIA;"";"";""
183415;VIDISAN ALERGIA ECTOIN MULTI10;PARAFARMACIA;"";"";""
183444;BI-ORALSUERO PLUS 2X330 ML;PARAFARMACIA;"";"";""
183523;LEOTRON MAGNESIO 36 COMP;PARAFARMACIA;"";"";""
183526;LEOTRON MAGN+POTASIO 36 COMP;PARAFARMACIA;"";"";""
183755;BIMAIO LIQUID GOLD 1 ENVASE 50 ml;PARAFARMACIA;"";"";""
183851;FITOSOYA 60 CAPS;PARAFARMACIA;"";"";""
184045;ALLPRESAN PEDICARE3 PIEL MSECA;PARAFARMACIA;"";"";""
184211;AVENE COUVR MAQ FLUI ARENA 30;PARAFARMACIA;"";"";""
184212;AVENE COUVR MAQ FLUI MIEL 30;PARAFARMACIA;"";"";""
184258;KLORANE KERATIN 90 CAPS;PARAFARMACIA;"";"";""
184266;VITAMINA B12 1000 MCG 60 COMP AIRBIOTIC;PARAFARMACIA;"";"";""
184373;AGUA OXIGENADA RF APOSAN 500;PARAFARMACIA;"";"";""
184584;AGUA OXIGENADA ACOFAR 5% 1 FRASCO 250 ml;PARAFARMACIA;"";"";""
184595;AQUILEA ARTICULAC FORTE-DOL280;PARAFARMACIA;"";"";""
184760;HELIOCARE 360 MINER TOL FLU 50;PARAFARMACIA;"";"";""
184773;VITIS BABY CEPILLO DENTAL;PARAFARMACIA;"";"";""
184813;FARLINE COLAGENO+MG CACAO 400G;PARAFARMACIA;"";"";""
184863;EUCERIN ATOPIC CR MANOS 75 ML;PARAFARMACIA;"";"";""
185054;OMEGAKIDS GUMMIES 54UDS;PARAFARMACIA;"";"";""
185133;NS DIGESTCONFORT GASES 60C;PARAFARMACIA;"";"";""
185134;VICKS CARAMELOS VAPOMENTOL72GR;PARAFARMACIA;"";"";""
185173;BLEMIL PLUS 2 FORTE 800 G;PARAFARMACIA;"";"";""
185334;CHUPETE SILICONA ANATOMICO SUAVINEX 6 - 18 MESES 2 UNIDADES;PARAFARMACIA;"";"";""
185492;SEA BAND STOPNAUSEAS MAMA 2UN;PARAFARMACIA;"";"";""
185525;NAN 4 DUPLO 800G;PARAFARMACIA;"";"";""
185841;PUNTUALSENNA 15ML;PARAFARMACIA;"";"";""
185855;FARLINE GLUCOSAMINA+CONDR 60CO;PARAFARMACIA;"";"";""
185930;EUCERIN DERMOPURE COVER 2 GR;PARAFARMACIA;"";"";""
185945;FISIOCREM GEL ACTIVE XXL 600ML;PARAFARMACIA;"";"";""
186074;INMUNOFERON 45 SOBRES;PARAFARMACIA;"";"";""
186133;SEIDIVID PLUS 16 SOBRES;PARAFARMACIA;"";"";""
186136;PRODEFEN GOTAS 7 ML;PARAFARMACIA;"";"";""
186174;ARTROSY 1 ENVASE 60 ml;PARAFARMACIA;"";"";""
186228;DERMAPLAST ACTIVE KINESIOLO CN;PARAFARMACIA;"";"";""
186268;RATONCITO AMERICANO DERECHO;PARAFARMACIA;"";"";""
186269;RATONCITO AMERICANO IZQUIERDO;PARAFARMACIA;"";"";""
186326;VEROVAL AUTOTEST DROGAS;PARAFARMACIA;"";"";""
186482;ISDINCEUTICS DAY&NI MELAT10+10;PARAFARMACIA;"";"";""
186620;LENODIAR PEDIATRIC 12 SOBRES;PARAFARMACIA;"";"";""
186660;HELIOCARE 360 INV SPY50+ 200ML;PARAFARMACIA;"";"";""
186974;CONTROL G.MASAJ THAIPASS 200ML;PARAFARMACIA;"";"";""
187014;BE+ GEL REDUCTOR CICATRICES;PARAFARMACIA;"";"";""
187267;ARKOSOL INTENSIVO 30 PERLAS;PARAFARMACIA;"";"";""
187327;LEOTRON MUJER 90 COM;PARAFARMACIA;"";"";""
187382;HIALIX 24PASTILLAS;PARAFARMACIA;"";"";""
187398;FARLINE CR CUERPO-MANOS 300 ML;PARAFARMACIA;"";"";""
187416;CUMLAUDE HIDRAT INTERN DELIG30;PARAFARMACIA;"";"";""
187424;GASA APOSAN TNT 10*20 20 U S2;PARAFARMACIA;"";"";""
187642;CERAVE LOC HIDRAT ROSTRO 52 ML;PARAFARMACIA;"";"";""
187653;CERAVE GEL CONTROL IMPERF 40ML;PARAFARMACIA;"";"";""
187848;TOLERIANE SENSITIVE FLUIDE 40;PARAFARMACIA;"";"";""
187966;SERELYS 60 CAPSULAS;PARAFARMACIA;"";"";""
188006;EPAPLUS COLAG LIMON ANTIOX 30D;PARAFARMACIA;"";"";""
188092;BE+ENER RED CONT OJO 15ML;PARAFARMACIA;"";"";""
188093;BE+ENER RED CR NU PIEL MAD50ML;PARAFARMACIA;"";"";""
188095;BE+ENER RED SERUM LIFTING 30ML;PARAFARMACIA;"";"";""
188143;BE+ENER AN CONT BOLSAOJER15ML;PARAFARMACIA;"";"";""
188171;ACOFARVITAL SOLAR INTENSIVE 60 COMPRIMIDOS;PARAFARMACIA;"";"";""
188408;FARLINE CHAMPU ARBOL TE 250ML;PARAFARMACIA;"";"";""
188415;BIBERON SUAV PP ANT SIL MIX180;PARAFARMACIA;"";"";""
188419;TETINA SUAV ANTICOL SILIC S 2U;PARAFARMACIA;"";"";""
188459;NS OMEGA3 CHIA 120CAP;PARAFARMACIA;"";"";""
188476;TRIADE H 20 SOBRES;PARAFARMACIA;"";"";""
188700;APOSITO APOSAN AGUA 7*2 10UN;PARAFARMACIA;"";"";""
188930;KLORANE CHAMPU CENTAUREA 400ML;PARAFARMACIA;"";"";""
189002;NS FLORABIOTIC KIDS 8SOB;PARAFARMACIA;"";"";""
189318;MAVALA CIENTIFICO K+ ENDUR 5ML;PARAFARMACIA;"";"";""
189409;GLICERINA PURA & GO 250 ML;PARAFARMACIA;"";"";""
189415;HANSAPLAST ESPAR UNIV 5M*2.5CM;PARAFARMACIA;"";"";""
189473;LACER PASTA DENTAL NATUR 100ML;PARAFARMACIA;"";"";""
189496;VISAID PRESS 90 CAPSULAS;PARAFARMACIA;"";"";""
189694;MULTIDERMOL GEL DUCHA 750 ML 2 UD 50%;PARAFARMACIA;"";"";""
189699;INIBSA PACK GEL 1000 +CHAMPU;PARAFARMACIA;"";"";""
189734;YOVIS STICK 10 SOBRES BUCO;PARAFARMACIA;"";"";""
189823;CERAVE GEL LIMPIADOR ESP FAM1L;PARAFARMACIA;"";"";""
189914;PSORISDIN CHAMPU 400 ML;PARAFARMACIA;"";"";""
189921;FARLINE GEL FRUTOS BOSQU 750ML;PARAFARMACIA;"";"";""
190237;ACOFARMA VIVERA DESODORANTE 1 SPRAY 150 ml;PARAFARMACIA;"";"";""
190297;BE+SKIN PRO UL FAC SPF50 50ML;PARAFARMACIA;"";"";""
190303;BE+SKIN PR MAQ CLAR SPF50 10G;PARAFARMACIA;"";"";""
190374;ACOFAR KINESIOLOGY TAPE VENDAJE 1 UNIDAD 5 m x 5 cm COLOR AZUL;PARAFARMACIA;"";"";""
190375;ACOFAR KINESIOLOGY TAPE VENDAJE 1 UNIDAD 5 m x 5 cm COLOR FUCSIA;PARAFARMACIA;"";"";""
190410;ALUNEB ISOTONICO 15 VIAL 4ML;PARAFARMACIA;"";"";""
190411;ALUNEB DISPOSITIVO NEB NASAL;PARAFARMACIA;"";"";""
190412;LUNEB KIT HIPER 20VIAL5ML;PARAFARMACIA;"";"";""
190765;CYSTICLEAN 240 MG D-MAN 30 SOB;PARAFARMACIA;"";"";""
190952;BRAZ EPICON FIX FLS ADVANCE TU;PARAFARMACIA;"";"";""
190977;KNEIPP INFUSION B NOCHES FORTE;PARAFARMACIA;"";"";""
191008;DONNAPLUS MENOCIFUGA FORTE 30C;PARAFARMACIA;"";"";""
191038;LEPHADEMODEX 30 TOALLITAS ESTE;PARAFARMACIA;"";"";""
191278;BEXIDENT SMILE&GO ANTICAR KIT;PARAFARMACIA;"";"";""
191281;BEXIDENT SMILE&GO KIT USO DIAR;PARAFARMACIA;"";"";""
191284;BEXIDENT SMILE&GO SENSIBLE KIT;PARAFARMACIA;"";"";""
191398;CISTISEID 15 SOBRES;PARAFARMACIA;"";"";""
191785;CEPILLO REC ORALB VIT PROAZUL;PARAFARMACIA;"";"";""
191801;NUCLEODOL 30 CAPSULAS;PARAFARMACIA;"";"";""
191826;AQUORAL FORTE MULTIDOSIS 10ML;PARAFARMACIA;"";"";""
192065;NUTRIBEN POLLO GUISZAN 235G;PARAFARMACIA;"";"";""
192068;NUTRIBEN TERNERA VERDURAS 235G;PARAFARMACIA;"";"";""
192085;NUTRIBEN VERD POLLO TER 235G;PARAFARMACIA;"";"";""
192193;SUPRADYN ENERGY 50+ ANTIOX90CO;PARAFARMACIA;"";"";""
192194;FARLINE ARANDANO ROJO 30 CAPS;PARAFARMACIA;"";"";""
192204;OZOAQUA JABON LIQUIDO 1000 ML;PARAFARMACIA;"";"";""
192304;ADIPROX ADVANCED FLUIDO 325 GR;PARAFARMACIA;"";"";""
192407;NS EQUIRELAX INFUSION 20 SOB;PARAFARMACIA;"";"";""
192529;BE+ ENERGIFIQUE HIDRATACION ACTIVA DESENSIBILIZANTE CREMA REVITALIZANTE EN PROFUNDIDAD 1 ENVASE 50 ml;PARAFARMACIA;"";"";""
192625;LETI BALM PERIBUCAL 30 ML;PARAFARMACIA;"";"";""
192884;NAN SUPREME 3 800G;PARAFARMACIA;"";"";""
192931;LACER OROS PASTA 200 ML;PARAFARMACIA;"";"";""
193012;ARTICOLAGENO NATIVO PLUS 30COM;PARAFARMACIA;"";"";""
193014;SEBAMED CHAMPU ANTICASPA 400ML;PARAFARMACIA;"";"";""
193016;HELIOCARE360 PED MINERAL 50ML;PARAFARMACIA;"";"";""
193017;HELIOCARE360 PED LOC SPR 250ML;PARAFARMACIA;"";"";""
193070;EYESTIL PLUS 10 ML;PARAFARMACIA;"";"";""
193119;HERPIX 8 SOBRES;PARAFARMACIA;"";"";""
193187;PEDIASURE VAINILLA 850G;PARAFARMACIA;"";"";""
193448;AGUA OXIGENADA RF APOSAN 1000;PARAFARMACIA;"";"";""
193598;FARLINE FRIMAR FRESH ALOE 30ML;PARAFARMACIA;"";"";""
193651;VISAID 0.3 % 10 ML;PARAFARMACIA;"";"";""
193673;TAPONES OIDOS SILICONA MOLDEADA INFANTILES ACOFAR 6 UNIDADES;PARAFARMACIA;"";"";""
193718;TETINA SUAV ANAT T2L SILIC 2UN;PARAFARMACIA;"";"";""
193727;DEXYANE CREMA BARRERA 100ML;PARAFARMACIA;"";"";""
193747;FARMATINT BALSAMO ACC 150 ML;PARAFARMACIA;"";"";""
193826;MABOLIPID PLUS 30 COMPRIMIDOS;PARAFARMACIA;"";"";""
193914;CERAVE CR ANTI RUGOSIDAD 177ML;PARAFARMACIA;"";"";""
193929;RILASTIL AQUA INT GEL-CR 40 ML;PARAFARMACIA;"";"";""
193947;TRIADE CREMAGEL 100 ML;PARAFARMACIA;"";"";""
194098;VITREOCLAR 30 COM;PARAFARMACIA;"";"";""
194306;ERYSIM FORTE SPRAY BUCAL 20ML;PARAFARMACIA;"";"";""
194420;PHYTOBIOPOLE VALERIANA 50ML;PARAFARMACIA;"";"";""
194584;FORTE JALEA CARAM GOM MIEL 45U;PARAFARMACIA;"";"";""
194601;PROBIAC 30 CAPSULAS;PARAFARMACIA;"";"";""
194769;FEMIBION 1 28 COMPRIMIDOS;PARAFARMACIA;"";"";""
194944;GINGIKIN B5 ENJUAGUE 500 ML;PARAFARMACIA;"";"";""
194968;ALMIRON ADVANCE 1 400G;PARAFARMACIA;"";"";""
195096;LACER OROS COLUTORIO 1000 ML;PARAFARMACIA;"";"";""
195168;CREMA HIDRATANTE CERAVE 1 ENVASE 473 ml RECARGA;PARAFARMACIA;"";"";""
195199;TETINA SUAV ANTICOL SIL TL 2U;PARAFARMACIA;"";"";""
195237;FORT´┐¢ RUB BRONQUIOS JBE 200 ML;PARAFARMACIA;"";"";""
195418;AP DYNAMIC COLLARIN CERVICA TU;PARAFARMACIA;"";"";""
195468;DUPLO PARODONTAX HERBAL2*75ML;PARAFARMACIA;"";"";""
195555;MED CORT C.N PUNTERA ABI NG EG;PARAFARMACIA;"";"";""
195558;MED CORT C.N PABIE CAMEL T.G;PARAFARMACIA;"";"";""
195703;DERNOVE SUPERLATIVE BOOSTER FACIAL 10ML;PARAFARMACIA;"";"";""
195780;BE+ENE P.GR GEL CR ANT MAT50ML;PARAFARMACIA;"";"";""
195782;BE+ AGUA MICELAR TODO EN 1 1 ENVASE 500 ml;PARAFARMACIA;"";"";""
195783;ALMIRON AR 2 800G;PARAFARMACIA;"";"";""
196092;ACOFARMA NESIRA GEL FACIAL INVISIBLE SPF 50+ 1 TUBO 50 ml;PARAFARMACIA;"";"";""
196214;FARLINE CR HYDRAREPAIR 50 ML;PARAFARMACIA;"";"";""
196296;PROTECT PLANTA COMFORSIL L 2U;PARAFARMACIA;"";"";""
196297;MINIPLANTILLAS EXTRAFI SIL 2U;PARAFARMACIA;"";"";""
196366;CHELINO NATURE T1 B28;PARAFARMACIA;"";"";""
196367;CHELINO NATURE T2 B28;PARAFARMACIA;"";"";""
196368;CHELINO NATURE T3 B36;PARAFARMACIA;"";"";""
196438;VIGANTOLETTEN STICKS 30 SOBRE;PARAFARMACIA;"";"";""
196609;FARLINE CEP DENT BAMBU VD 4U;PARAFARMACIA;"";"";""
196749;ODDENT GEL ORAL BABY 20 ML;PARAFARMACIA;"";"";""
196917;LEOTRON MAGNESIO 60 TAB;PARAFARMACIA;"";"";""
196920;YMEA VIENTRE PLANO NF;PARAFARMACIA;"";"";""
197205;UROSENS MANOSA 30 SOBRES;PARAFARMACIA;"";"";""
197232;MODULASE 20 COMPRIMIDOS;PARAFARMACIA;"";"";""
197233;OROBEN GEL ORAL 1 ENVASE 15 ML;PARAFARMACIA;"";"";""
197425;SET MANICURA SUAVINEX ROSA;PARAFARMACIA;"";"";""
197464;FOTOP PED TRAN WET SKIN50+ 250;PARAFARMACIA;"";"";""
197601;ACMED CREAM 75 ML;PARAFARMACIA;"";"";""
197609;OROBEN COLUTORIO ABOCA 150ML;PARAFARMACIA;"";"";""
197671;BOTIQUIN DE PRIMEROS AUXILIOS ACOFAR 1 UNIDAD GRANDE;PARAFARMACIA;"";"";""
197722;BE+ENER HID ACT PIEL INTOL40ML;PARAFARMACIA;"";"";""
197819;SUAVINA BALS PRUNUS 10ML;PARAFARMACIA;"";"";""
198100;COLTEX JARABE TOS 150 ML;PARAFARMACIA;"";"";""
198273;BEPANTHOL DERMA REGENERADORA CREMA FACIAL NOCHE 1 ENVASE 50 ml;PARAFARMACIA;"";"";""
198325;ZINCATION CHAMPU ANTICASPA 400;PARAFARMACIA;"";"";""
198409;NS VITANS ESTRES BI-EFFECT 20C;PARAFARMACIA;"";"";""
198414;VISUEVO COLIRIO 10 ML;PARAFARMACIA;"";"";""
198445;TROFOLASTIN RED CICAT MAMA 3 U;PARAFARMACIA;"";"";""
198559;SUAVINEX PORTACHUPETE CLASICO;PARAFARMACIA;"";"";""
198640;FARLINE TOALL INTIMA POCKET 10U;PARAFARMACIA;"";"";""
198962;ALMIRON PROFUTURA 1 MINIBIBERO;PARAFARMACIA;"";"";""
198990;ISDINCEUTICS HYALUR CONCE 30ML;PARAFARMACIA;"";"";""
199110;ACOFARMA VIVERA CREMA DE MANOS 1 ENVASE 30 ml AROMA FLOR FRESCA DE TE;PARAFARMACIA;"";"";""
199249;CHUPETE SUAV FISIO SIL6-18 2U;PARAFARMACIA;"";"";""
199252;SUAV FISI TODO SIL6-18;PARAFARMACIA;"";"";""
199259;TETINA FISIO FLUJO M SIL 2UD;PARAFARMACIA;"";"";""
199262;FARLINE TOALLITAS BEBE 72 UDS;PARAFARMACIA;"";"";""
199330;MABOLIPID PLUS 60 COMPRIMIDOS;PARAFARMACIA;"";"";""
199361;PURALID LIPOGEL 15 ML;PARAFARMACIA;"";"";""
199529;SUDOCREM MULTI EXPERT 125G;PARAFARMACIA;"";"";""
199530;BABY NATURALS´┐¢PERIORAL 15ML;PARAFARMACIA;"";"";""
199576;KNEIPP MEMORIA Y CONCENTRACION;PARAFARMACIA;"";"";""
199657;FISIOCREM PARCHE ACTIVE 4 UN;PARAFARMACIA;"";"";""
199757;APOSAN BASTON INGLES BIRREGUL. 1U;PARAFARMACIA;"";"";""
199957;HANSAPLAST ELAST SURTIDO 40UN;PARAFARMACIA;"";"";""
200054;APOSAN BASTONCILLOS BEBE 50U;PARAFARMACIA;"";"";""
200076;ROSACURE FAST 30 ML;PARAFARMACIA;"";"";""
200213;ALMIRON MULTICEREAL ECO 200G;PARAFARMACIA;"";"";""
200214;ALMIRON MULTICER QUIN ECO 200G;PARAFARMACIA;"";"";""
200376;KIN ORO TABLETAS LIMPIAD 64+32;PARAFARMACIA;"";"";""
200489;SEIDIBION PRIME 60 CAPS;PARAFARMACIA;"";"";""
200645;PRO-AMP NUTRATOPIC CR EMOL 200;PARAFARMACIA;"";"";""
200692;COREGA ORTODONCIAS Y FERUL 36T;PARAFARMACIA;"";"";""
200902;EMOLIENTA SCALP GEL 60 ML;PARAFARMACIA;"";"";""
200954;ACOFARMA NESIRA JABON MANOS CERO 1 ENVASE 500 ml;PARAFARMACIA;"";"";""
200961;APOSAN PULSERA CABO CITRON 3U;PARAFARMACIA;"";"";""
200964;VENDA FIJACION PEHA-HAFT 4X10;PARAFARMACIA;"";"";""
201286;SALVELOX APOSITO ESPUMA 1 M;PARAFARMACIA;"";"";""
201351;VENORRECTAL GEL 50G;PARAFARMACIA;"";"";""
201469;LAPIZ DE CEJA COLOR 02 MEDIUM;PARAFARMACIA;"";"";""
201478;SOMBRA DE OJOS BETER LOOK EXPERT 1 UNIDAD COLOR 05 MATT DEEP BROWN;PARAFARMACIA;"";"";""
201680;NS GINEPROTEC CISPRE FLASH 10C;PARAFARMACIA;"";"";""
201704;NOVALAC EXPERT AE 800G;PARAFARMACIA;"";"";""
201868;DIORREN STOP&HYDRATE 9 SOBRES;PARAFARMACIA;"";"";""
202205;SUN SYSTEM COMP BEIGE 50+ 10GR;PARAFARMACIA;"";"";""
202290;CUMLAUDE LAB: HIGIENE INTIMA CLX GEL 1 TUBO 200 ml;PARAFARMACIA;"";"";""
202387;FOTOULTRA AGE REP COLOR 50+ 50;PARAFARMACIA;"";"";""
202443;HELIOCARE 360 SPORT SPF50+ 25G;PARAFARMACIA;"";"";""
202575;VAGISIL GEL LUBRICANTE VAGINAL-EFECTO CALOR 30 G;PARAFARMACIA;"";"";""
202585;SANTE VERTE DIALIV DIARREA 10S;PARAFARMACIA;"";"";""
202990;INMUNOFERON 60 CAPUSLAS;PARAFARMACIA;"";"";""
203022;EXELVIT ESENCIAL 30 CAPSULAS;PARAFARMACIA;"";"";""
203025;D+DONNAPLUS SAFROMOTIVE 60CAP;PARAFARMACIA;"";"";""
203061;ACOFARMA NESIRA DESODORANTE 1 ROLL ON 75 ml;PARAFARMACIA;"";"";""
203339;FERTYBIOTIC BALANCE 34 CAPS;PARAFARMACIA;"";"";""
203373;LIBICARE MENO 30 + 30 CAPSULAS;PARAFARMACIA;"";"";""
203673;PROFAES DIGEST PLUS 10 SOBRES;PARAFARMACIA;"";"";""
203766;APOSAN DISCOS LACTANCIA 30U;PARAFARMACIA;"";"";""
203777;ARKOCAPS VIT D 100% VEG 45 CAP;PARAFARMACIA;"";"";""
203916;FARLINE HYDRA-MAT 50ML;PARAFARMACIA;"";"";""
